"","LIST-ID","EDCS-ID","EDH-ID","not_before","not_after","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude"
"2857",470868,"EDCS-27500071","HD053730",151,300,"[D]ian(a)e Augus/t(a)e Silvestri / [e]x &lt;vi=IV&gt;so posu/it Septimus / pro filio suo ","Dianae Augustae Silvestri ex lt viV gt so posuit Septimus pro filio suo","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","nomen singulare, viri","43.5384","16.4743"
"2858",470869,"EDCS-27500030","HD053738",316,350,"Fortunae / Conserva/trici pro / salute Marci / Aureli Iuli v(iri) c(larissimi) / auguris praesi/dis provinciae / Dassius no/tarius / votum solvit","Fortunae Conservatrici pro salute Marci Aureli Iuli viri clarissimi auguris praesidis provinciae Dassius notarius votum solvit","votive inscription","votive inscription","statue base","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","nomen singulare, officium/professio, ordo senatorius, sacerdotes pagani, tria nomina, viri","43.5384","16.4743"
"2859",470870,"EDCS-27500031","HD053739",1,150,"Fortunae / Domestic(ae) sac(rum) / A(ulus) Obultronius / Beryllus","Fortunae Domesticae sacrum Aulus Obultronius Beryllus","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","tria nomina, viri","43.5384","16.4743"
"2860",470871,"EDCS-27500032","HD053740",102,150,"[H]erculi [---] / [S]ex(tus) Aquilli[us ---] / Severus |(centurio) coh(ortis) V[---] / donis donatus ab [Imp(eratore) Traiano bello] / Dacico dec(urio) Salonis et Flano[nae] / l(ocus) d(atus) d(ecreto) d(ecurionum)","Herculi Sextus Aquillius Severus centurio cohortis V donis donatus ab Imperatore Traiano bello Dacico decurio Salonis et Flanonae locus datus decreto decurionum","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, milites, ordo decurionum, tria nomina, viri","43.5384","16.4743"
"2861",470872,"EDCS-35200443","HD053743",1,300,"Iovi O(ptimo) M(aximo)","Iovi Optimo Maximo","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split",NA,"43.5384","16.4743"
"2862",470873,"EDCS-27500033","HD053745",1,100,"I(ovi) O(ptimo) M(aximo) / sacrum / L(ucius) Egnatius L(uci) f(ilius) / Cn(aei) nep(os) Cn(aei) pronep(os) / Tro(mentina) Clemens / decurio augur","Iovi Optimo Maximo sacrum Lucius Egnatius Luci filius Cnaei nepos Cnaei pronepos Tromentina Clemens decurio augur","votive inscription","votive inscription","cliff","Dalmatia","Dalmatia","Solin / Salona","Salonae","Klis","ordo decurionum, sacerdotes pagani, tria nomina, viri","43.5384","16.4743"
"2863",470874,"EDCS-27500034","HD053747",151,300,"I(ovi) O(ptimo) M(aximo) / Maxim(us) / German(i) / votum / posuit","Iovi Optimo Maximo Maximus Germani votum posuit","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","nomen singulare, viri","43.5384","16.4743"
"2864",470875,"EDCS-27500035","HD053748",1,150,"I(ovi) O(ptimo) [M(aximo)] / sac[r(um)] / A(ulus) Obu[ltro]/[n]iu[s](?) [---]","Iovi Optimo Maximo sacrum Aulus Obultronius","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","viri","43.5384","16.4743"
"2865",470876,"EDCS-27500072","HD053752",191,191,"I(ovi) O(ptimo) M(aximo) / Q(uintus) Raonius / Diodorus ex / voto posuit / libe(n)s merito / IIII Idus Maias / [A]proniano et / Bradua co(n)s(ulibus)","Iovi Optimo Maximo Quintus Raonius Diodorus ex voto posuit libens merito IIII Idus Maias Aproniano et Bradua consulibus","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","tria nomina, viri","43.5384","16.4743"
"2866",470877,"EDCS-27500036","HD053771",151,300,"I(ovi) O(ptimo) M(aximo) / et dis dea/bus sacrum / Ti(berius) [---] Severus","Iovi Optimo Maximo et dis deabus sacrum Tiberius Severus","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","viri","43.5384","16.4743"
"2867",470878,"EDCS-27500037","HD051845",54,54,"I(ovi) O(ptimo) M(aximo) et / divo Claudio Caesar[i] / Aug(usto) German(ico) trib(unicia) pot(estate) XIIII / P(ublius) Anteius P(ubli) Antei Syntrophi l(ibertus) / Herma IIIIIIvir et Aug(ustalis) / porticum v(oto) s(oluto) l(ibens) m(erito) loc(o) accep(to) d(ecurionum) d(ecreto)","Iovi Optimo Maximo et divo Claudio Caesari Augusto Germanico tribunicia potestate XIIII Publius Anteius Publi Antei Syntrophi libertus Herma IIIIII vir et Augustalis porticum voto soluto libens merito loco accepto decurionum decreto","building/dedicatory inscription","building/dedicatory inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, liberti/libertae, seviri Augustales, tria nomina","43.5384","16.4743"
"2868",470879,"EDCS-27500038","HD053840",1,150,"Iovi O&lt;pt=E&gt;imo / Maximo / c(a)elesti patrono / G(aius) Caesius Corym/bus et Faberia / Cara v(otum) s(olverunt) l(ibentes) m(erito) ","Iovi O lt pt gt imo Maximo caelesti patrono Gaius Caesius Corymbus et Faberia Cara votum solverunt libentes merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, tria nomina, viri","43.5384","16.4743"
"2869",470880,"EDCS-27500039","HD053861",151,300,"Messor / C(ai) I(---) S(---) / v(otum) s(olvit) l(ibens) m(erito)","Messor Cai I S votum solvit libens merito","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","nomen singulare, servi/servae, tria nomina, viri","43.5384","16.4743"
"2870",470881,"EDCS-27500073","HD053862",151,300,"Pro s(alute) Titi / Valeriani / Eufrosinus(!) / servus vo/tum solv(it) // Lar(ibus) / Aug(ustis)","Pro salute Titi Valeriani Eufrosinus servus votum solvit Laribus Augustis","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","nomen singulare, praenomen et nomen, servi/servae, viri","43.5384","16.4743"
"2871",470882,"EDCS-27500040","HD053863",1,300,"Libero Patri s(acrum) / [------?","Libero Patri sacrum","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin",NA,"43.5384","16.4743"
"2872",470883,"EDCS-27500041","HD052014",1,150,"Curia Pris/ca Matri Magnae / fanum r&lt;e=I&gt;fecit / signa posuit Laro/phorum cymbala / tynpana(!) catillum / forfices aram dat l(ibens) a(nimo) ","Curia Prisca Matri Magnae fanum r lt e gt fecit signa posuit Larophorum cymbala tynpana catillum forfices aram dat libens animo","building/dedicatory inscription","building/dedicatory inscription","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Klis","mulieres, tria nomina","43.5384","16.4743"
"2873",470884,"EDCS-27500042","HD052010",1,300,"P(ublius) Iulius Rufus / aedem Matr(i) / Mag(nae) d(e) s(ua) p(ecunia) f(aciendum) c(uravit) / idemq(ue) dedic(avit)","Publius Iulius Rufus aedem Matri Magnae de sua pecunia faciendum curavit idem que dedicavit","building/dedicatory inscription","building/dedicatory inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","tria nomina, viri","43.5384","16.4743"
"2874",470885,"EDCS-27500043","HD052011",1,300,"L(ucius) Statius L(uci) f(ilius) / Facula quinq(uennalis) / Matri Deum / aedem d(e) p(ecunia) s(ua) f(ecit) / ex voto","Lucius Statius Luci filius Facula quinquennalis Matri Deum aedem de pecunia sua fecit ex voto","building/dedicatory inscription","building/dedicatory inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","ordo decurionum, tria nomina, viri","43.5384","16.4743"
"2875",470886,"EDCS-27500044","HD053175",171,300,"Deo Invic(to) / pro salute / et incolu/mitat(e) Pamph[i]/li disp(ensatoris) Augg(ustorum) nn(ostrorum) / Fortunatus / arcarius","Deo Invicto pro salute et incolumitate Pamphili dispensatoris Auggustorum nnostrorum Fortunatus arcarius","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","nomen singulare, officium/professio, viri","43.5384","16.4743"
"2876",470887,"EDCS-27500074","HD053923",151,300,"Nocturn[o] / sacrum / C(aius) Cassius / Valens / ben&lt;e=I&gt;f(iciarius) ex imper[i(o)] ","Nocturno sacrum Caius Cassius Valens ben lt e gt ficiarius ex imperio","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, tria nomina, viri","43.5384","16.4743"
"2877",470888,"EDCS-27500045","HD052019",101,300,"Nymphis / Aug(ustis) // sacrum / pro salu(te) / Liberalis n(ostri) / Coetonicus ser(vus)","Nymphis Augustis sacrum pro salute Liberalis nostri Coetonicus servus","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Kaštela","nomen singulare, servi/servae, viri","43.5384","16.4743"
"2878",470889,"EDCS-27500075","HD051846",1,200,"Aedem N[ymphis?] / et Silvano / Aug(usto) sac(rum) / L(ucius) Aprofennius / Circitor v(oto) s(oluto) p(osuit)","Aedem Nymphis et Silvano Augusto sacrum Lucius Aprofennius Circitor voto soluto posuit","building/dedicatory inscription","building/dedicatory inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","tria nomina, viri","43.5384","16.4743"
"2879",470890,"EDCS-27500046","HD053924",1,300,"Silvano Aug(usto) sac(rum)","Silvano Augusto sacrum","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin",NA,"43.5384","16.4743"
"2880",470891,"EDCS-27500076","HD053926",151,300,"Sil(vano) Aug(usto) sac(rum) / C(aius) Popillius [E]xpetitus / ex vis[u]","Silvano Augusto sacrum Caius Popillius Expetitus ex visu","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","tria nomina, viri","43.5384","16.4743"
"2881",470892,"EDCS-27500077","HD053927",101,200,"Dis Syri(i)s / C(aius) Albucius / C(ai) l(ibertus) Restitutus","Dis Syriis Caius Albucius Cai libertus Restitutus","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","liberti/libertae, tria nomina, viri","43.5384","16.4743"
"2882",470893,"EDCS-27500047","HD053930",151,300,"Mescenia / Valentina / imperio / Veneris / Iunonem(!) / d(onum) d(edit)","Mescenia Valentina imperio Veneris Iunonem donum dedit","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, tria nomina","43.5384","16.4743"
"2883",470894,"EDCS-27500048","HD053931",151,300,"Prima Fulviniae / Urbana Curtiae / Oecumene Iuliae / mag(istrae) V(eneris?) d(onum) d(ederunt)","Prima Fulviniae Urbana Curtiae Oecumene Iuliae magistrae Veneris donum dederunt","votive inscription","votive inscription","tabula","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, nomen singulare, sacerdotes pagani","43.5384","16.4743"
"2884",470895,"EDCS-27500049","HD053933",1,300,"Vener(i) Victr(ici)","Veneri Victrici","votive inscription","votive inscription","statue base","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin",NA,"43.5384","16.4743"
"2885",470896,"EDCS-27500050","HD053929",1,150,"Veneri / Victrici / in memoriam / Albuciae C(ai) f(iliae) / Pontiae / uxoris / M(arcus) Marius Pau/lus l(ocus) d(atus) d(ecreto) d(ecurionum)","Veneri Victrici in memoriam Albuciae Cai filiae Pontiae uxoris Marcus Marius Paulus locus datus decreto decurionum","votive inscription","votive inscription","statue base","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, tria nomina, viri","43.5384","16.4743"
"2886",470897,"EDCS-27500051","HD053935",101,300,"Quisq(ue) in eo vico stercus non posu/erit aut non cacaverit aut non m/iaverit habeat illas propitias / si neglexerit viderit","Quis que in eo vico stercus non posuerit aut non cacaverit aut non miaverit habeat illas propitias si neglexerit viderit","public legal inscription","public legal inscription","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin",NA,"43.5384","16.4743"
"2887",470898,"EDCS-27500052","HD062449",302,316,"Constantio III[I] / et Maximiano I[III] nob(ilissimis) / Caes(aribus) co(n)ss(ulibus) pr(a)efec/to Aur(elio) Valentini/ano qui m&lt;i=E&gt;n&lt;i=E&gt;st[ra]/bi(t!) a(t)(!) Tritones Kal(endis) / Febr(u)ari(i)s Volusi(us) / A(d)iutor Aur(elius) Asiati/cus Aur(elius) Armenti/us Aur(elius) Vates Aur(elius) Ant[o]/nianus A[ur(elius)] Ursili/anus Aur(elius) Luc[i]anu[s] / Aur(elius) Lapns(!) Aur(elius) Dal/matius Aur(elius) Me&lt;r=P&gt;cu/&lt;r=P&gt;ius // Sabin[o et Rufino co(n)s(ulibus)] / IRAN[---]/ NAEC[---] / RIDV[---] / MAE[---] / IEAF[---] / (H?)adrian[us? ------ ","Constantio IIII et Maximiano IIII nobilissimis Caesaribus conssulibus praefecto Aurelio Valentiniano qui m lt i gt n lt i gt strabit at Tritones Kalendis Februariis Volusius Adiutor Aurelius Asiaticus Aurelius Armentius Aurelius Vates Aurelius Antonianus Aurelius Ursilianus Aurelius Lucianus Aurelius Lapns Aurelius Dalmatius Aurelius Me lt r gt cu lt r gt ius Sabino et Rufino consulibus IRAN NAEC RIDV MAE IEAF Hadrianus","honorific inscription","honorific inscription","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, ordo equester, tria nomina, viri","43.5384","16.4743"
"2888",470899,"EDCS-27500053","HD062448",303,320,"[DD(ominis) nn(ostris) Dio]cletiano VIII / et Maximiano / VII Augg(ustis) co(n)ss(ulibus) // Aur(elio) Valen/tiniano v(iro) p(erfectissimo) / bis pr(a)efect/o Kalendis / Febr(uariis) m&lt;i=E&gt;n&lt;i=E&gt;s/travimus at(!) / Triton&lt;e=I&gt;s / Aur(elius) Mercurius / Aur(elius) Secundinus / Aur(elius) Fortunius / Aur(elius) Severianus / Aur(elius) Sarmatio / Aur(elius) Antonius / Aur(elius) Ursus / Iul(ius) Secundus / Aur(elius) Uranius / Aur(elius) Fore(n)sis // DD(ominis) nn(ostris) Consta/ntino Aug(usto) V [et] / [[[Li]cinio]] iuniore // Caesare co(n)s(ulibus) / Aur(elio) Xen[o]ne bis // pr(a)efecto Kal(endis) / Febr(u)ari(i)s / m&lt;i=E&gt;n&lt;i=E&gt;strabimus(!) / at(!) Tritones / Aur(elius) Lucentius / Aur(elius) [---]ius / A[ur(elius) G]regorius / Aur(elius) [F]irminus / Aur(elius) Ma[rce]llinus / [Au]r(elius) Dalmatius / [---] Valentinus // Aur(elius) Vincentius / Aur(elius) Messor // [---]PECVS // [---]ORVS // Dominis nostris C[o]/nstantino Augusto / {s}et Constantino no&lt;b=R&gt;i//[l]issimo Caesare / pr(a)efe&lt;c=O&gt;{i}to Quin&lt;t&gt; ili//o Faintil&lt;l=I&gt;o at(!) Triton(es) / [K]alen&lt;d=O&gt;is Febr(u)ariis / Aur(elius) Martinus / [A]ur(elius) Donatus / V[ari]us Terent(i)anus / Aur(elius) [S]tercorius / Aur(elius) Exuperius / Aur(elius) Terentianus / Aur(elius) Alexander / Aur(elius) (H)eracl(i)a[nus] / Aur(elius) Reditus // Aur(elius) Maurenu[s] / Aur(elius) Balbinu[s] // Aur(elius) Euticiu[s] // Aur(elius) Leuntiu[s] / Aur(elius) Senat[or] // Ministri ad Trit(ones) / Ael(ius) Valerianus / Varius Sabinus / Iulius Silvius / Aur(elius) Fortunius / Papirius Crescent(i---) / Claud(ius) Barbian(us) / Dirrut[ius] Crescent(i---) / Aelius Dalmat(ius) / ex permissu Noc/turni Novelli / patroni collegi(i) // fel(iciter) ","DDominis nnostris Diocletiano VIII et Maximiano VII Auggustis conssulibus Aurelio Valentiniano viro perfectissimo bis praefecto Kalendis Februariis m lt i gt n lt i gt stravimus at Triton lt e gt s Aurelius Mercurius Aurelius Secundinus Aurelius Fortunius Aurelius Severianus Aurelius Sarmatio Aurelius Antonius Aurelius Ursus Iulius Secundus Aurelius Uranius Aurelius Forensis DDominis nnostris Constantino Augusto V et Licinio iuniore Caesare consulibus Aurelio Xenone bis praefecto Kalendis Februariis m lt i gt n lt i gt strabimus at Tritones Aurelius Lucentius Aurelius ius Aurelius Gregorius Aurelius Firminus Aurelius Marcellinus Aurelius Dalmatius Valentinus Aurelius Vincentius Aurelius Messor PECVS ORVS Dominis nostris Constantino Augusto set Constantino no lt b gt ilissimo Caesare praefe lt c gt ito Quin lt t gt ilio Faintil lt l gt o at Tritones Kalen lt d gt is Februariis Aurelius Martinus Aurelius Donatus Varius Terentianus Aurelius Stercorius Aurelius Exuperius Aurelius Terentianus Aurelius Alexander Aurelius Heraclianus Aurelius Reditus Aurelius Maurenus Aurelius Balbinus Aurelius Euticius Aurelius Leuntius Aurelius Senator Ministri ad Tritones Aelius Valerianus Varius Sabinus Iulius Silvius Aurelius Fortunius Papirius Crescenti Claudius Barbianus Dirrutius Crescenti Aelius Dalmatius ex permissu Nocturni Novelli patroni collegii feliciter","honorific inscription","honorific inscription","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, ordo equester, tria nomina, viri","43.5384","16.4743"
"2889",470900,"EDCS-27500054","HD054157",171,300,"Aurelia Renata / pos(u)it magisterio s(uo)","Aurelia Renata posuit magisterio suo","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Klis","mulieres, officium/professio, tria nomina","43.5384","16.4743"
"2890",470901,"EDCS-27500078","HD054158",151,300,"M(arcus) Coelius / Senilis et / Publicia Ing/enua posue/runt","Marcus Coelius Senilis et Publicia Ingenua posuerunt","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","mulieres, tria nomina, viri","43.5384","16.4743"
"2891",470902,"EDCS-27500055","HD051922",151,300,"------] / mag(ister) II(?) i&lt;n=M&gt; memori(am) Luriae Hygiae / filiae do(num) p(osuit) cuius dedicatione col/legio epulum dedit l(oco) d(ato) d(ecreto) d(ecurionum) ","magister II i lt n gt memoriam Luriae Hygiae filiae donum posuit cuius dedicatione collegio epulum dedit loco dato decreto decurionum","building/dedicatory inscription","building/dedicatory inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, tria nomina","43.5384","16.4743"
"2892",470903,"EDCS-27500079","HD054159",131,170,"Mesc(enia) / Tert(ia) / felici/ter","Mescenia Tertia feliciter","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","mulieres, tria nomina","43.5384","16.4743"
"2893",470904,"EDCS-27500056","HD054160",151,300,"Species / v(otum) s(olvit) l(ibens) m(erito)","Species votum solvit libens merito","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","nomen singulare, viri","43.5384","16.4743"
"2894",470905,"EDCS-27500057","HD054161",201,300,"Pro salute d(omini) n(ostri) // C(aius) A(---) I(---) / pos(uit)","Pro salute domini nostri Caius A I posuit","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, tria nomina, viri","43.5384","16.4743"
"2895",470906,"EDCS-27500058","HD054163",1,300,"------] / basem M[---] es(!) voto / [------","basem M es voto","votive inscription","votive inscription","statue base","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin",NA,"43.5384","16.4743"
"2896",470907,"EDCS-27500059","HD054164",151,300,"------]/IANAM VI CON[---] / Fl(avius) Primitivos(!) M[---]/ius Agrius Liberalis [---] / Pompon(io) Lupio Obultron(ia) Nicia","IANAM VI CON Flavius Primitivos M ius Agrius Liberalis Pomponio Lupio Obultronia Nicia","NULL",NA,"NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, tria nomina, viri","43.5384","16.4743"
"2897",470908,"EDCS-27500060","HD053683",51,52,"[Ti(berio)] Claudio Drus[i f(ilio)] Caesari / Aug(usto) [G]erm(anico) pont(ifici) max(imo) / trib(unicia) [p(otestate)] XI imp(eratori) X[X]IIII co(n)s(uli) V / censori p(atri) p(atriae) P(ublio) Anteio leg(ato) / pro pr(aetore)","Tiberio Claudio Drusi filio Caesari Augusto Germanico pontifici maximo tribunicia potestate XI imperatori XXIIII consuli V censori patri patriae Publio Anteio legato pro praetore","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, nomen singulare, ordo senatorius, viri","43.5384","16.4743"
"2898",470909,"EDCS-27500061","HD054165",98,150,"Divo / Nervae / L(ucius) Vettius / L(uci) f(ilius) Serg(ia) / Catulus IIvir / i(ure) d(icundo) ex pecu(nia) / honor(aria) IIvir(atus) / sui / l(ocus) d(atus) p(ublice) d(ecreto) d(ecurionum)","Divo Nervae Lucius Vettius Luci filius Sergia Catulus II vir iure dicundo ex pecunia honoraria II viratus sui locus datus publice decreto decurionum","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, ordo decurionum, tria nomina, viri","43.5384","16.4743"
"2899",470910,"EDCS-27500080","HD054166",169,170,"Imp(eratore) Caes(are) M(arco) Aur(elio) Anto/nino Aug(usto) pont(ifice) max(imo) trib(unicia) / pot(estate) XXIIII p(atre) p(atriae) coh(ors) I |(miliaria) Del(matarum) / sub cur(a) Grani Fortunati / trib(uni) coh(ortis) eiusd(em) muri p(edes) / DCCC in his turr(is) una","Imperatore Caesare Marco Aurelio Antonino Augusto pontifice maximo tribunicia potestate XXIIII patre patriae cohors I miliaria Delmatarum sub cura Grani Fortunati tribuni cohortis eiusdem muri pedes DCCC in his turris una","building/dedicatory inscription","building/dedicatory inscription","block","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, ordo equester, tria nomina, viri","43.5384","16.4743"
"2900",470911,"EDCS-27500062","HD054168",169,170,"Imp(eratore) Caes(are) M(arco) Aurel(io) Anto/nino Aug(usto) pont(ifice) max(imo) tr(ibunicia) pot(estate) / XXIIII co(n)s(ule) III p(atre) p(atriae) vexillationes / leg(ionum) II piae et III Concord(iae) ped(es) CC / sub cura P(ubli) Aeli Amyntiani |(centurionis) fru/mentari(i) leg(ionis) II Traianae","Imperatore Caesare Marco Aurelio Antonino Augusto pontifice maximo tribunicia potestate XXIIII consule III patre patriae vexillationes legionum II piae et III Concordiae pedes CC sub cura Publi Aeli Amyntiani centurionis frumentarii legionis II Traianae","building/dedicatory inscription","building/dedicatory inscription","block","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, milites, tria nomina, viri","43.5384","16.4743"
"2901",470912,"EDCS-27500081","HD000677",333,337,"Fl(avio) Constan/ti nobilissi/mo ac beatis/[simo] Caesari / [c]oll(egium) fabrum / Veneris","Flavio Constanti nobilissimo ac beatissimo Caesari collegium fabrum Veneris","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","Augusti/Augustae, officium/professio, sacerdotes pagani, viri","43.5384","16.4743"
"2902",470913,"EDCS-27500063","HD053423",337,350,"D(omino) n(ostro) Fl(avio) Constanti victori [ac] triumfatori semper Augusto / Fl(avius) Iul(ius) Rufinus Sarmen[ti]us v(ir) c(larissimus) p(raeses) p(rovinciae) Dal(matiae) d(evotus) n(umini) m(aiestatique) e(ius)","Domino nostro Flavio Constanti victori ac triumfatori semper Augusto Flavius Iulius Rufinus Sarmentius vir clarissimus praeses provinciae Dalmatiae devotus numini maiestati que eius","honorific inscription","honorific inscription","architectural member","Dalmatia","Dalmatia","Solin / Salona","Salonae","Trogir","Augusti/Augustae, ordo senatorius, tria nomina, viri","43.5384","16.4743"
"2903",470914,"EDCS-48000079","HD064574",337,350,"D(omino) n(ostro) Fl(avio) Constanti victori ac triumfatori / Fl(avius) Iul(ius) Rufinus Sarmenti{n}us v(ir) c(larissimus) p(raeses) p(rovinciae) Dal(matiae) d(evotus) n(umini) m(aiestatique) [e(ius)]","Domino nostro Flavio Constanti victori ac triumfatori Flavius Iulius Rufinus Sarmentinus vir clarissimus praeses provinciae Dalmatiae devotus numini maiestati que eius","honorific inscription","honorific inscription","architectural member","Dalmatia","Dalmatia","Solin / Salona","Salonae","Trogir","Augusti/Augustae, ordo senatorius, tria nomina, viri","43.5384","16.4743"
"2904",470915,"EDCS-27500064","HD064575",337,361,"D(omino) n(ostro) Fl(avio) Constantio victor[iosiss]imo semper Augusto / Fl(avius) Iul(ius) Rufinus Sarmen[tius v(ir) c(larissimus)] p(raeses) p(rovinciae) Dal(matiae) d(evotus) n(umini) m(aiestatique) e(ius)","Domino nostro Flavio Constantio victoriosissimo semper Augusto Flavius Iulius Rufinus Sarmentius vir clarissimus praeses provinciae Dalmatiae devotus numini maiestati que eius","honorific inscription","honorific inscription","architectural member","Dalmatia","Dalmatia","Solin / Salona","Salonae","Trogir","Augusti/Augustae, ordo senatorius, tria nomina, viri","43.5384","16.4743"
"2905",470917,"EDCS-27500066","HD054170",301,400,"Publio Balsamio / Sabiniano c(larissimo) p(ueri) / trib(uno) laticl(avio) / filio Aur(eli) Sabiniani v(iri) e(gregii) / proc(uratoris) duc(is) prov(inciae) Dalmat(iae) / trib(uni) protec[tor(um) Augusti] / [---]N vigor Concordius / Victorinianus / patrono praestantissimo","Publio Balsamio Sabiniano clarissimo pueri tribuno laticlavio filio Aureli Sabiniani viri egregii procuratoris ducis provinciae Dalmatiae tribuni protectorum Augusti N vigor Concordius Victorinianus patrono praestantissimo","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, ordo equester, ordo senatorius, tria nomina, viri","43.5384","16.4743"
"2906",470918,"EDCS-27500067","HD054171",171,400,"Casconiae Marcellinae cl(arissimae) f(eminae) / matri pientissimae quae vix(it) / ann(os) LVII Casconia Marcellina / cl(arissima) f(emina) filia et heres si quis hoc / sepulchrum tentaverit aperire / dederit fisco SS L milia","Casconiae Marcellinae clarissimae feminae matri pientissimae quae vixit annos LVII Casconia Marcellina clarissima femina filia et heres si quis hoc sepulchrum tentaverit aperire dederit fisco SS L milia","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, ordo senatorius, tria nomina","43.5384","16.4743"
"2907",470920,"EDCS-27500068","HD034427",1,130,"C(aio) Valerio C(ai) f(ilio) [T]rom(entina) Respe[cto] / Terentiano c[la]rissimo iuven[i Xviro] / stlit(ibus) iudicand(is) f(ilio) [et] Caediciae L(uci) f(iliae) Luc[illae? ---] / Crispinilla mate[r] infelicissima av[e vale]","Caio Valerio Cai filio Tromentina Respecto Terentiano clarissimo iuveni X viro stlitibus iudicandis filio et Caediciae Luci filiae Lucillae Crispinilla mater infelicissima ave vale","epitaph","epitaph","base","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","mulieres, ordo senatorius, tria nomina, viri","43.5384","16.4743"
"2908",470921,"EDCS-27601613","HD053741",1,250,"------]nti PL[---] / [--- leg(ato) A]ug(usti) pr(o) pr(aetore) [------","nti PL legato Augusti pro praetore","NULL",NA,"NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","ordo senatorius, viri","43.5384","16.4743"
"2909",470922,"EDCS-27601563","HD054173",301,600,"------] / [---] praesidi [---] / [---] Gallia[---] / [---]AVCII[---] / [------","praesidi Gallia AVCII","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin",NA,"43.5384","16.4743"
