"","X","LIST.ID","EDCS.ID","EDH.ID","not_before","not_after","inscription","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude"
"211",978,468934,"EDCS-28300070","HD061927",31,100,"L(ucio) Teren[t]io / L(uci) f(ilio) Claud(ia) / Severo Cel(eia) / mil(iti) coh(ortis) VIII / vexil<l=I>ar(iorum) ann(orum) / XXX stipend(iorum) XIV / L(ucius) Ae<b=R>utius / Felix posui(t)","L(ucio) Terentio / L(uci) f(ilio) Claud(ia) / Severo Cel(eia) / mil(iti) coh(ortis) VIII / vexillar(io) ann(orum) / XXX stipend(iorum) XIV / L(ucius) Aebutius / Felix posui[t]","Lucio Terentio Luci filio Claudia Severo Celeia militi cohortis VIII vexillario annorum XXX stipendiorum XIV Lucius Aebutius Felix posuit","epitaph","NULL","Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","milites, tria nomina, viri",43.6922,16.5206
"212",6728,475197,"EDCS-28400169","HD060191",31,100,"C(aius) Trebius C(ai) [f(ilius)] Firmus / veteranus leg(ionis) XI / stipendiorum XXV annor(um) LXXX / A O V F F D S E M Q M C S","C(aius) Trebius C(ai) [f(ilius)] Firmus / veteranus leg(ionis) XI / stipendiorum XXV annor(um) LXXX / A(---) O(---) V(---) F(---) F(---) D(---) S(---) E(---) M(---) Q(---) M(---) C(---) S(---)","Caius Trebius Cai filius Firmus veteranus legionis XI stipendiorum XXV annorum LXXX A O V F F D S E M Q M C S","epitaph","NULL","Dalmatia","Dalmatia","Zadar / Iader","Iader","Zadar","milites, tria nomina, viri",43.9393,15.4483
"213",2,446811,"EDCS-24600965","HD062044",42,100,"T(itus) Curtiacus / T(iti) f(ilius) Lem(onia) Bon(onia) / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit)","T(itus) Curtiacus / T(iti) f(ilius) Lem(onia) Bon(onia) / vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit)","Titus Curtiacus Titi filius Lemonia Bononia veteranus legionis VII Claudiae piae fidelis hic situs est testamento fieri iussit","epitaph","NULL","Aemilia / Regio VIII","Dalmatia","Ravenna","Salonae","Solin","milites, tria nomina, viri",43.5384,16.4743
"214",81,468008,"EDCS-30000207","HD058592",42,100,"T(itus?) Octavius T(iti) f(ilius) / Vel(ina) Hister vet(eranus) / leg(ionis) XI C(laudiae) P(iae) F(idelis) t(estamento) f(ieri) i(ussit) et / Acrini contuber/nali / in f(ronte) ped(es) X / in agr(o) ped(es) XI","T(itus) Octavius T(iti) f(ilius) / Vel(ina) Hister vet(eranus) / leg(ionis) XI C(laudiae) p(iae) f(idelis) t(estamento) f(ieri) i(ussit) et / Acrini contuber/nali / in f(ronte) ped(es) X / in agr(o) ped(es) XI","Titus Octavius Titi filius Velina Hister veteranus legionis XI Claudiae piae fidelis testamento fieri iussit et Acrini contubernali in fronte pedes X in agro pedes XI","epitaph","NULL","Dalmatia","Dalmatia","Bihac / Raetinium","Siculi","Kaštela","milites, nomen singulare, tria nomina, viri",43.5306,16.3004
"215",412,468356,"EDCS-28300058","HD005641",42,100,"Sex(tus) Iu[lius Sex(ti) f(ilius)] / Ani(ensi) Silva[nus Foro Iulii] / summus c[urat(or) c(ivium) R(omanorum) prov(inciae) Dalm(atiae)] / suffragio [eorum factus vet(eranus?)] / leg(ionis) VII C(laudiae) P(iae) F(idelis) aed[ilis col(oniae) Claudiae Aequi ab] / ordine primus [post col(oniam) ded(uctam) creatus] / IIIIvir i(ure) d(icundo) pont(ifex) [in col(onia?) Salona(?) 3] / in ag[ro] p(edes) [3] / h(oc) s(epulcrum) h(eredem) [n(on) s(equetur)]","Sex(tus) Iu[lius Sex(ti) f(ilius)] / Ani(ensis) Silva[nus Foro Iuli(i)] / summus c[urat(or) c(ivium) R(omanorum) prov(inciae) Dalm(atiae)] / suffragio [eorum factus ex cent(urione)] / leg(ionis) VII C(laudiae) p(iae) f(idelis) aed[ilis col(oniae) Claudiae Aequi ab] / ordine primus [post col(oniam) deduct(am) creatus] / IIIIvir i(ure) d(icundo) pont(ifex) [in col(onia) Salonitan(orum)] / in ag&lt;ro=CE&gt; p(edes) [--- in fronte p(edes) ---] / h(oc) s(epulcrum) h(eredem) [n(on) s(equetur)] ","Sextus Iulius Sexti filius Aniensis Silvanus Foro Iulii summus curator civium Romanorum provinciae Dalmatiae suffragio eorum factus ex centurione legionis VII Claudiae piae fidelis aedilis coloniae Claudiae Aequi ab ordine primus post coloniam deductam creatus IIII vir iure dicundo pontifex in colonia Salonitanorum in ag lt roE gt pedes in fronte pedes hoc sepulcrum heredem non sequetur","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","milites, ordo decurionum, tria nomina, viri",43.7423,16.6547
"216",461,468407,"EDCS-32700500","HD028366",42,100,"C(aius) Octavius / C(ai) f(ilius) Fabia Vital[i]s / domo Brixiae / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st) / testamento f(ieri) i(ussit) / arbitratu Octavi/ae Secundaes(!) lib(ertae) / suae","C(aius) Octavius / C(ai) f(ilius) Fabia Vital[i]s / domo Brixiae(!) / vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / h(ic) s(itus) e(st) / testamento f(ieri) i(ussit) / arbitratu Octavi/ae Secundaes(!) lib(ertae) / suae","Caius Octavius Cai filius Fabia Vitalis domo Brixiae veteranus legionis VII Claudiae piae fidelis hic situs est testamento fieri iussit arbitratu Octaviae Secundaes libertae suae","epitaph","NULL","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","liberti/libertae, milites, mulieres, tria nomina, viri",43.7423,16.6547
"217",478,468424,"EDCS-10000760","HD034195",42,100,"M(arco) Caecilio / Saturni/no vet(erano) leg(ionis) XI / C(laudiae) P(iae) F(idelis) et / Viriae P(ubli) l(ibertae) / uxori [","M(arco) Caecilio / Saturni/no vet(erano) leg(ionis) XI / C(laudiae) p(iae) f(idelis) et / Viriae P(ubli) l(ibertae) / uxori [--] / [------","Marco Caecilio Saturnino veterano legionis XI Claudiae piae fidelis et Viriae Publi libertae uxori","epitaph","tabula","Dalmatia","Dalmatia","Citluk / Aequum","NULL","Otok","liberti/libertae, milites, mulieres, praenomen et nomen, tria nomina, viri",43.7425382,16.6534966
"218",801,468756,"EDCS-28300041","HD062415",42,100,"M(arcus) Iulius M(arci) f(ilius) / Trernahensis / miles leg(ionis) VII C(laudiae) P(iae) F(idelis) / an(norum) XXXXV stip(endiorum) XX / M(arcus) A<rr=II>untius frater <et=N> / [he]r<e=I>] po<s=I>ui<t=I> / h(ic) s(itus) e(st)","M(arcus) Iulius M(arci) f(ilius) / Trernahensis / miles leg(ionis) VII C(laudiae) p(iae) f(idelis) / an(norum) XXXXV stip(endiorum) XX / M(arcus) Arruntius frater et / heres posuit / h(ic) s(itus) e(st)","Marcus Iulius Marci filius Trernahensis miles legionis VII Claudiae piae fidelis annorum XXXXV stipendiorum XX Marcus Arruntius frater et heres posuit hic situs est","epitaph","NULL","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, praenomen et nomen, viri",43.6139,16.689
"219",835,468790,"EDCS-31900029","HD058783",42,100,"Sex(tus) Clodius / C(ai) f(ilius) Pub(lilia) Verona / mil(es) l[eg(ionis)","Sex(tus) Clodius / C(?)(ai) f(ilius) Pub(lilia) Verona / mil(es) l[eg(ionis) VII C(laudia) p(ia)] f(idelis) / [------","Sextus Clodius Cai filius Publilia Verona miles legionis VII Claudia pia fidelis","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, praenomen et nomen, viri",43.6139,16.689
"220",990,468946,"EDCS-32700505","HD060571",42,100,"] / Nymp[his] / sacr[um] / [1] Iulius [3]/us |(centurio) l[eg(ionis)] / [VII] C(laudiae) P(iae) [F(idelis)] / [cu]m Pri[","------] / Nymp[his] / sacr[um] / [-?] Iulius [---]/us |(centurio) l[eg(ionis)] / [VII] C(laudiae) p(iae) [f(idelis)] / [cu?]m Pri[------","Nymphis sacrum Iulius us centurio legionis VII Claudiae piae fidelis cum Pri","votive inscription","altar","Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","milites, tria nomina, viri",43.6922,16.5206
"221",1172,469138,"EDCS-28300162","HD058165",42,100,"L(ucius) Cassius L(uci) f(ilius) / Trom(entina) Marti/alis Aq(uae) Sta(tiellae) / mil(es) leg(ionis) XI / C(laudiae) P(iae) F(idelis) / |(centuria) Pulpid<i=F> Sil/vestris / stip(endiorum) XII an(norum) XXXV / t(estamento) f(ieri) i(ussit) h(eres) f(aciendum) c(uravit)","L(ucius) Cassius L(uci) f(ilius) / Trom(entina) Marti/alis Aq(uae) Sta(tiellae) / mil(es) leg(ionis) XI / C(laudiae) p(iae) f(idelis) / |(centuria) Pulpidi Sil/vestris / stip(endiorum) XII an(norum) XXXV / t(itulum) f(ieri) i(ussit) h(eres) f(aciendum) c(uravit)","Lucius Cassius Luci filius Tromentina Martialis Aquae Statiellae miles legionis XI Claudiae piae fidelis centuria Pulpidi Silvestris stipendiorum XII annorum XXXV titulum fieri iussit heres faciendum curavit","epitaph","tabula","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936
"222",1173,469139,"EDCS-28300163","HD058137",42,100,"[3 Cla]udius A(uli) [f(ilius) Pob(lilia)] / [Cel]er |(centurio) leg(ionis) XI C(laudiae) P(iae) / F(idelis) domo Vero/na ann(orum) LXIII stip(endiorum) / XXXXIII t(estamento) f(ieri) iussit / Panthagathus / lib(ertus) f(aciendum) c(uravit)","[D(is) M(anibus)](?) / [A(ulus)? ---]ubiu[s] A(uli) [f(ilius)?] / [Cel]er |(centurio) leg(ionis) XI C(laudiae) / p(iae) f(idelis) domo Vero/na ann(orum) LXIII stip(endiorum) / XXXXIII t(itulum) f(ieri) iussit / Panthagathus / lib(ertus) f(aciendum) c(uravit)","Dis Manibus Aulus ubius Auli filius Celer centurio legionis XI Claudiae piae fidelis domo Verona annorum LXIII stipendiorum XXXXIII titulum fieri iussit Panthagathus libertus faciendum curavit","epitaph","altar","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","liberti/libertae, milites, nomen singulare, tria nomina, viri",44.0317,15.9936
"223",1190,469157,"EDCS-29900060","HD058168",42,100,"Sub hac in/scriptione / M(arcus) Cupitius / M(arci) f(ilius) Pol(lia) / Paulus / Amasia / miles leg(ionis) / XI C(laudiae) P(iae) F(idelis) stip/endiorum / XVII Cupitius / Pol(l)io frater / faciundum / curavit","Sub hac in/scriptione / M(arcus) Cupitius / M(arci) f(ilius) Pol(lia) / Paulus / Amasia / miles leg(ionis) / XI C(laudiae) p(iae) f(idelis) stip/endiorum / XVII Cupitius / Pol(l)io frater / faciundum / curavit","Sub hac inscriptione Marcus Cupitius Marci filius Pollia Paulus Amasia miles legionis XI Claudiae piae fidelis stipendiorum XVII Cupitius Pollio frater faciundum curavit","epitaph","stele","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936
"224",1322,469291,"EDCS-28400137","HD060048",42,100,"C(aio) Iulio C(ai) f(ilio) / [Se]r(gia) [Agr]ippae / [3] leg(ionis) VII (!) P(iae) F(idelis) / |(centuria) Agrip[p]ae p(atris?) / Avita mari/to Agrippi[na] / patri","C(aio) Iulio C(ai) f(ilio) / [Se]r(gia) [Agr]ippae / [m(iliti)] leg(ionis) VII p(iae) f(idelis) / |(centuria) Agrip[p]ae p(---) / Avita mari/to Agrippi[na] / patri","Caio Iulio Cai filio Sergia Agrippae militi legionis VII piae fidelis centuria Agrippae p Avita marito Agrippina patri","epitaph","NULL","Dalmatia","Dalmatia","Karin Gornji / Corinium","Corinium","Benkovac","milites, mulieres, nomen singulare, tria nomina, viri",44.1075,15.6256
"225",1342,469312,"EDCS-30301480","HD060039",42,100,"] / P(ublio) Val[erio 3] / leg(ionis) X[I C(laudiae) P(iae) F(idelis) 3] / C(ai) f(ilio) Pa[l(atina?) 3] / Valer[ius 3] / et Val[erius 3] / fr[atri(?) 3] / fieri [","P(ubli-) Val[eri--- vet(eran-)?] / leg(ionis) X[I C(laudiae) p(iae) f(idelis) ---] / C(ai) f(ili-) Pa[---] / Valer[i---] / et Val[eri---] / fr[atri? ---?] / fieri [iuss---]","Publi Valeri veteran legionis XI Claudiae piae fidelis Cai fili Pa Valeri et Valeri fratri fieri iuss","epitaph","NULL","Dalmatia","Dalmatia","Karin Gornji / Corinium","Corinium","Benkovac","milites, viri",44.1075,15.6256
"226",1431,469409,"EDCS-30301403","HD058257",42,100,"] / T(ito) Loll[io(?)] / T(iti) f(ilio) Clau(dia) / Tarviso / mil(iti) leg(ionis) / XI C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st)","------] / T(itus) Lolliu[s] / T(iti) f(ilius) Clau(dia) / Tarviso / mil(es) leg(ionis) / XI C(laudiae) p(iae) f(idelis) / h(ic) s(itus) e(st)","Titus Lollius Titi filius Claudia Tarviso miles legionis XI Claudiae piae fidelis hic situs est","epitaph","stele","Dalmatia","Dalmatia","Knin / Burnum","Ninia","Knin, bei","milites, tria nomina, viri",44.0408,16.1994
"227",1432,469410,"EDCS-30301404","HD058264",42,100,"] C(aius) Sem[2]ius(?) / C(ai) f(ilius) Trom(entina) Se/[3]us Aq(uis) Sta[tiellis] / [3 l]eg(ionis) XI C(laudiae) P(iae) F(idelis) / [3 sign]ifer(?) [","------] C(aius) Sem[--]ius / [---] C(ai) f(ilius) Trom(entina) Se/[---]us Aq(uis) Sta(tiellis) / [--- l]eg(ionis) XI C(laudiae) p(iae) f(idelis) / [--- sign]ifer(?) [------?","Caius Sem ius Cai filius Tromentina Se us Aquis Statiellis legionis XI Claudiae piae fidelis signifer","epitaph","NULL","Dalmatia","Dalmatia","Knin / Burnum","Ninia","Knin, bei","milites, tria nomina, viri",44.0408,16.1994
"228",1433,469411,"EDCS-30301405","HD058258",42,100,"]ERT/VLI[3]S Novar(ia) / mi[les] leg(ionis) XI C(laudiae) P(iae) F(idelis) / |(centuria) Cai Verecun(di) / an(norum) XXIIX stip(endiorum) / XXII[3]II[","------ T?]ert/ul(l)i[u]s Novar(ia) / m(iles) leg(ionis) XI C(laudiae) p(iae) f(idelis) / |(centuria) Cai Verecun(di) / an(norum) XXIIX stip(endiorum) / XXII t(estamento)(?) p(oni)(?) [i(usst)?]","Tertullius Novaria miles legionis XI Claudiae piae fidelis centuria Cai Verecundi annorum XXIIX stipendiorum XXII testamento poni iusst","epitaph","tabula","Dalmatia","Dalmatia","Knin / Burnum","Ninia","Knin, bei","milites, praenomen et nomen, viri",44.0408,16.1994
"229",2934,470953,"EDCS-27601584","HD054723",42,100,"L(ucius) Fabius L(uci) f(ilius) Satur/ninus vet(eranus) leg(ionis) VII <C=P>(laudiae) <P=C>(iae) F(idelis) / v(ivus) f(ecit) sibi et Claudiae <T=L>i(beri) / Claudi A<l=I>ypi l(iberti) Caesaris / libertae Euche h(ic) s(iti) s(unt) / loc(um) don(avit) C(aius) Titius / Restitutus amicus / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","L(ucius) Fabius L(uci) f(ilius) Satur/ninus vet(eranus) leg(ionis) VII p(ia) C(laudiae) f(idelis) / v(ivus) f(ecit) sibi et Claudiae Ti(beri) / Claudi Alypi l(iberti) Caesaris / libertae Euche h(ic) s(iti) s(unt) / loc(um) don(avit) C(aius) Titius / Restitutus amicus / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","Lucius Fabius Luci filius Saturninus veteranus legionis VII pia Claudiae fidelis vivus fecit sibi et Claudiae Tiberi Claudi Alypi liberti Caesaris libertae Euche hic siti sunt locum donavit Caius Titius Restitutus amicus hoc monumentum heredem non sequetur","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, liberti/libertae, milites, mulieres, tria nomina, viri",43.5384,16.4743
"230",2952,470971,"EDCS-27601594","HD063842",42,100,"C(aius) Lucretius / signif(er) leg(ionis) VII / C(laudiae) P(iae) F(idelis) dom(o) Verona / an(norum) XLV stip(endiorum) XXVI / de suo peculio f(aciendum) i(ussit) sibi / et Primo suo curam / egerunt frater et / Chrestus lib(ertus) / in fr(onte) p(edes) X in agr(o) p(edes) XX","C(aius) Lucretius / signif(er) leg(ionis) VII / C(laudiae) p(iae) f(idelis) dom(o) Verona / an(norum) XLV stip(endiorum) XXVI / de suo peculio f(aciendum) i(ussit) sibi / et Primo suo curam / egerunt frater et / Chrestus lib(ertus) / in fr(onte) p(edes) X in agr(o) p(edes) XX","Caius Lucretius signifer legionis VII Claudiae piae fidelis domo Verona annorum XLV stipendiorum XXVI de suo peculio faciendum iussit sibi et Primo suo curam egerunt frater et Chrestus libertus in fronte pedes X in agro pedes XX","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","liberti/libertae, milites, nomen singulare, tria nomina, viri",43.5384,16.4743
"231",2953,470972,"EDCS-27601595","HD063843",42,100,"C(aius) Lucretius / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / domo Verona v(ivus) f(ecit) / sibi et Provinciali f(ilio) et / Firmillae et Tyche lib(ertabus) / suisque omnibus / in fr(onte) p(edes) X in agr(o) p(edes) XX","C(aius) Lucretius / vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / domo Verona v(ivus) f(ecit) / sibi et Provinciali f(ilio) et / Firmillae et Tyche lib(ertae) / suisque omnibus / in fr(onte) p(edes) X in agr(o) p(edes) XX","Caius Lucretius veteranus legionis VII Claudiae piae fidelis domo Verona vivus fecit sibi et Provinciali filio et Firmillae et Tyche libertae suis que omnibus in fronte pedes X in agro pedes XX","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","liberti/libertae, milites, mulieres, nomen singulare, praenomen et nomen, viri",43.5384,16.4743
"232",3670,471723,"EDCS-28800848","HD062460",42,100,"C(aius) Vatinius / Sex(ti) f(ilius) Capito / vet(eranus) leg(ionis) VII / C(laudiae) P(iae) F(idelis) dom(o) Arreti(o) / v(ivus) f(ecit) sibi et / Vatiniae Feli/culae libert(ae)","C(aius) Vatinius / Sex(ti) f(ilius) Capito / vet(eranus) leg(ionis) VII / C(laudiae) p(iae) f(idelis) dom(o) Arreti(o) / v(ivus) f(ecit) sibi et / Vatiniae Feli/culae libert(ae)","Caius Vatinius Sexti filius Capito veteranus legionis VII Claudiae piae fidelis domo Arretio vivus fecit sibi et Vatiniae Feliculae libertae","epitaph","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","liberti/libertae, milites, mulieres, tria nomina, viri",43.5384,16.4743
"233",3674,471727,"EDCS-28800865","HD062593",42,100,"l]e<g=C>(ionis) XI / [C(laudiae) P(iae)] <f=E>id<e=I>li[s","------ l]e&lt;g=C&gt;(ionis) XI / [C(laudiae) piae] &lt;f=E&gt;id&lt;e=I&gt;li[s ------ ","le lt g gt ionis XI Claudiae piae lt f gt id lt e gt lis","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, viri",43.5384,16.4743
"234",4868,473084,"EDCS-32700263","HD061551",42,100,"] T(iti) f(ilius) Q[uir(ina?) 3] / [3 leg(ionis)] VII C(laudiae) P(iae) [F(idelis) 3] / [3] Respe[ctus] / [3 A]basca[ntus","------] T(iti) f(ilius) Q[uir(ina)? ---] / [mil(es) leg(ionis)] VII C(laudiae) p(iae) [f(idelis)] / [---] Respe[ct---] / [--- A]basca[nt--- ------?","Titi filius Quirina miles legionis VII Claudiae piae fidelis Respect Abascant","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, viri",43.5384,16.4743
"235",5405,473711,"EDCS-10101619","HD035036",42,100,"] / vet(erano) leg(ionis) VII C(laudiae) P(iae) F(idelis) / Neria Pieris / coniugi suo / et sibi","------] / vet(erano) leg(ionis) VII C(laudiae) p(iae) f(idelis) / Neria Pieris / coniugi suo / et sibi","veterano legionis VII Claudiae piae fidelis Neria Pieris coniugi suo et sibi","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, mulieres, tria nomina, viri",43.5384,16.4743
"236",5406,473712,"EDCS-10101620","HD035037",42,100,"Primigeniu[s] / P(ubli) Ploti |(centurionis) leg(ionis) / VII C(laudiae) P(iae) F(idelis) lib(ertus) an[n(orum)] / XX[3] h(ic) s(itus) e(st) / pat[ronus","Primigeniu[s] / P(ubli) Ploti |(centurionis) le[g(ionis)] / VII C(laudiae) p(iae) f(idelis) lib(ertus) an[n(orum)] / XX[---]I(?) s(ibi) e[t] / pat[---] / [------?","Primigenius Publi Ploti centurionis legionis VII Claudiae piae fidelis libertus annorum XX I sibi et pat","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","liberti/libertae, milites, nomen singulare, praenomen et nomen, viri",43.5384,16.4743
"237",2606,470614,"EDCS-10100903","HD034303",45,100,"Ti(berius) Claudius / Priscus / vet(eranus) alae Claud(iae) nov(ae) / t(estamento) f(ieri) i(ussit) / arbitratu Sexti Viniusi","Ti(berius) Claudius / Priscus / vet(eranus) alae Claud(iae) nov(ae) / t(estamento) f(ieri) i(ussit) / arbitratu Sexti Viniusi","Tiberius Claudius Priscus veteranus alae Claudiae novae testamento fieri iussit arbitratu Sexti Viniusi","epitaph","stele","Dalmatia","Dalmatia","Sinj / Osinium","Aequum","Sinj, bei","milites, tria nomina, viri",43.7423,16.6547
"238",834,468789,"EDCS-29900112","HD012375",51,100,"P(ublius) Attecius P(ubli) f(ilius) / Venimarus mi/l(es) coh(ortis) VIII |(centuria) Ati/li domo Clau(dia) / Viruno an(n)o(rum) / XXI stip(endiorum) II / M(arcus) Ressius / Bricomar/us h(eres) ex t(estamento) / p(onendum) c(uravit)","P(ublius) Attecius P(ubli) f(ilius) / Venimarus mi/l(es) coh(ortis) VIII |(centuria) At(t)i/li domo Clau(dia) / Viruno an(n)o(rum) / XXI stip(endiorum) II / M(arcus) Ressius / Bricomar/us h(eres) ex t(estamento) / p(onendum) c(uravit)","Publius Attecius Publi filius Venimarus miles cohortis VIII centuria Attili domo Claudia Viruno annorum XXI stipendiorum II Marcus Ressius Bricomarus heres ex testamento ponendum curavit","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, nomen singulare, tria nomina, viri",43.6139,16.689
"239",844,468799,"EDCS-30200432","HD028183",51,100,"M(arcus) Pytha Segni f(ilius) / mil(es) c(o)hor(tis) II C{h}yrres(tarum) / dom(o) Ber(o)ea an(norum) LX stip(endiorum) / XXXV t(estamento) f(ieri) i(ussit) sibi e[t","M(arcus) Pytha Segni f(ilius) / mil(es) c(o)hor(tis) II C{h}yrr&lt;h&gt;es(ticorum) / dom(o) Berea an(norum) LX stip(endiorum) / XXXV t(estamento) f(ieri) i(ussit) sibi Felici l(iberto) / [------?","Marcus Pytha Segni filius miles cohortis II Chyrr lt h gt esticorum domo Berea annorum LX stipendiorum XXXV testamento fieri iussit sibi Felici liberto","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, nomen singulare, praenomen et nomen, viri",43.6139,16.689
"240",1321,469290,"EDCS-28400136","HD035467",51,100,"T(itus) Caninius / T(iti) f(ilius) Ser(gia) Maxim(us) / vet(eranus) coh(ortis) VI pr(aetoriae) / sibi t(estamento) p(oni) i(ussit) / M(arcus) Maesius Pau/lus h(eres) p(onendum) c(uravit)","T(itus) Caninius / T(iti) f(ilius) Ser(gia) Maxim(us) / vet(eranus) coh(ortis) VI pr(aetoriae) / sibi t(estamento) p(oni) i(ussit) / M(arcus) Maesius Pau/lus h(eres) p(onendum) c(uravit)","Titus Caninius Titi filius Sergia Maximus veteranus cohortis VI praetoriae sibi testamento poni iussit Marcus Maesius Paulus heres ponendum curavit","epitaph","altar","Dalmatia","Dalmatia","Karin Gornji / Corinium","Ansium","Obrovac","milites, tria nomina, viri",44.179,15.666
"241",2916,470935,"EDCS-27601616","HD054185",70,100,"M(arcus) Antonius M(arci) f(ilius) / Ser(gia) Surus vet(eranus) / leg(ionis) IIII F(laviae) F(elicis) t(estamento) f(ieri) i(ussit) sibi et / Pasiae Primae / uxori et / lib(ertis) lib(ertabusque) et / Hermeti / in f(ronte) p(edes) XII in ag(ro) p(edes) XIX / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","M(arcus) Antonius M(arci) f(ilius) / Ser(gia) Surus vet(eranus) / leg(ionis) IIII F(laviae) f(elicis) t(estamento) f(ieri) i(ussit) sibi et / Pasiae Primae / uxori et / lib(ertis) lib(ertabusque) et / Hermeti / in f(ronte) p(edes) XII in ag(ro) p(edes) XIX / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","Marcus Antonius Marci filius Sergia Surus veteranus legionis IIII Flaviae felicis testamento fieri iussit sibi et Pasiae Primae uxori et libertis libertabus que et Hermeti in fronte pedes XII in agro pedes XIX hoc monumentum heredem non sequetur","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, mulieres, nomen singulare, tria nomina, viri",43.5384,16.4743
"242",1084,469045,"EDCS-31300303","HD056522",71,100,"Ti(berius) Claudius Ligomarus / Carstimari f(ilius) / Claudia Salinis / eq(ues) coh(ortis) III Alpinae / ann(orum) LVII stipend(iorum) XX / [3] her(es) p(osuit)","Ti(berius) Claudius Ligomarus / Carstimari f(ilius) / Claudia Salinis / eq(ues) coh(ortis) III Alpinae / ann(orum) LVII stipend(iorum) XXX / h(ic) [s(itus)] e(st) t(estamento) f(ieri) i(ussit) her(edes) p(osuerunt) / Ti(berius) Claudius Silenu[s] / et Ti(berius) Claudius Abascian(us) / libertus","Tiberius Claudius Ligomarus Carstimari filius Claudia Salinis eques cohortis III Alpinae annorum LVII stipendiorum XXX hic situs est testamento fieri iussit heredes posuerunt Tiberius Claudius Silenus et Tiberius Claudius Abascianus libertus","epitaph","stele","Dalmatia","Dalmatia","Hardomilje / Bigeste","Bigeste","Ljubuški","milites, nomen singulare, tria nomina, viri",43.1818,17.5271
"243",2933,470952,"EDCS-27601619","HD054722",71,100,"M(arcus) Eupunius Vic/tor Aequitinae / Tertiae coniugi et / L(ucio) Mario Fortunato / fratri / mil(iti) leg(ionis) IIII F(laviae) F(elicis) / h(ic) s(iti) s(unt)","M(arcus) Eupunius Vic/tor Aequitinae / Tertiae coniugi et / L(ucio) Mario Fortunato / fratri / mil(iti) leg(ionis) IIII F(laviae) f(elicis) / h(ic) s(iti) s(unt)","Marcus Eupunius Victor Aequitinae Tertiae coniugi et Lucio Mario Fortunato fratri militi legionis IIII Flaviae felicis hic siti sunt","epitaph","tabula","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, mulieres, tria nomina, viri",43.5384,16.4743
"244",2936,470955,"EDCS-27601620","HD054732",71,100,"D(is) M(anibus) / Fideli Sa/turionis / mil(itis) coh(ortis) I Fl(aviae) / Brittonum / stip(endiorum) XVIII","D(is) M(anibus) / Fideli Sa/turionis / mil(es) coh(ortis) I Fl(aviae) / Brittonum / stip(endiorum) XVIII","Dis Manibus Fideli Saturionis miles cohortis I Flaviae Brittonum stipendiorum XVIII","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","milites, nomen singulare, viri",43.5384,16.4743
