"","X","LIST.ID","EDCS.ID","EDH.ID","not_before","not_after","inscription","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude","count"
"1799",2151,470153,"EDCS-10000630","HD033851",201,300,"D(is) M(anibus) s(acrum) / [3]mo / [3]n(a)e q(uae) v(ixit) / an(nos) LXV C() Pi/li(a)e Despo/tanus avi/ae p(iae) et matri / viv(a)e et R() Pili/ae p(osuit)","D(is) M(anibus) s(acrum) / [---]mo/[---]n(a)e q(uae) v(ixit) / an(nos) LXV C(---) Pi/li(a)e Despo/tanus avi/ae p(iae) et matri / viv(a)e et R(---) Pili/ae p(osuit)","Dis Manibus sacrum mo nae quae vixit annos LXV C Piliae Despotanus aviae piae et matri vivae et R Piliae posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, viri",43.3424,19.3204,1
"1800",2152,470154,"EDCS-10000631","HD033852",201,300,"]ae[3]pa et Pau/lae [fili]ae et Sabi/nio Certo ge/neri et Maxim(a)e / ne{e}potae / M(arcus) Fulvinius Na/talis b(ene) m(erentibus) p(osuit)","------] / [-]ae[--]pa et Pau/lae [fi]l[i]ae et Sabi/nio Certo ge/neri et Maxim(a)e / ne{e}potae / M(arcus) Fulvinius Na/talis b(ene) m(erentibus) p(osuit)","ae pa et Paulae filiae et Sabinio Certo generi et Maximae neepotae Marcus Fulvinius Natalis bene merentibus posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, nomen singulare, tria nomina, viri",43.3424,19.3204,1
"1801",2153,470155,"EDCS-10000632","HD033853",201,300,"D(is) M(anibus) [s(acrum)] / Apla[3] / Auris[3] / det[3]/lo b[3 an]/nos XX[3] / piis[sim","D(is) M(anibus) [s(acrum)] / Apla[---] / AVRIS[---] / DET[--] / I(?)O B [an]/nos XX[---]/ piis [-]","Dis Manibus sacrum Apla AVRIS DET IO B annos XX piis","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja",NA,43.3424,19.3204,1
"1802",2154,470156,"EDCS-10000633","HD008233",151,300,"D(is) M(anibus) [s(acrum)] / Panton[(iae)] / [3]c() Pant[","D(is) M(anibus) [s(acrum)] / Panton[i q(uae)? v(ixit) an(nos)?] / [--]I(?) C(---) Pant/[o ---] / [------","Dis Manibus sacrum Pantoni quae vixit annos I C Panto","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres",43.3424,19.3204,1
"1803",2155,470157,"EDCS-10000634","HD033854",171,300,"[D(is) M(anibus)] s(acrum) / [3]io St/[3]io d(ecurioni) m(unicipii) / [3]us / [","[D(is) M(anibus)] s(acrum) / [---]io Se/[---]I(?)o d(ecurioni?) m(unicipii?) / [---]VS/[------","Dis Manibus sacrum io Se Io decurioni municipii VS","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","ordo decurionum, tria nomina, viri",43.3424,19.3204,1
"1804",2156,470158,"EDCS-10100682","HD056306",101,300,"]/pii [3] / et L[3]/AE PRI[3] / C[1]V[","------] / [---? dec(urioni)? munici]/pii [q(ui) v(ixit) a(nnos) ---] / et L[---i?]/ae Pri[---] / c(oniugi) v[ivae ------","decurioni municipii qui vixit annos et L iae Pri coniugi vivae","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja",NA,43.3424,19.3204,1
"1805",2157,470159,"EDCS-10100683","HD007917",171,200,"D(is) M(anibus) <s=C>(acrum) / Aemili An/tonius et / Antoninus / Aemilio Calvio/ni def(uncto) Salo/[nis ann(orum?) 3]XI [","D(is) M(anibus) &lt;s=C&gt;(acrum) / Aemili(i) An/tonius et / Antoninus / Aemilio Calvio/ni def(uncto) Salo/[nis ann(orum)? L]XI [---] / [------? ","Dis Manibus lt s gt acrum Aemilii Antonius et Antoninus Aemilio Calvioni defuncto Salonis annorum LXI",NA,NA,NA,"Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","tria nomina, viri",43.3424,19.3204,1
"1806",2158,470160,"EDCS-10100684","HD034002",151,250,"D(is) M(anibus) s(acrum) / T(ito) Aurel(io) In/genuo / qui v(ixit) an(nos) L / et Pantoni coni(ugi) / ei(us) q(uae) v(ixit) an(nos) XXXV / T(itus) Aurel(ius) Maxi/[m]us filius / p(arentibus) p(ro) p(ietate)","D(is) M(anibus) s(acrum) / T(ito) Aurel(io) In/genuo / q(ui) v(ixit) an(nos) L / et Pantoni coni(ugi) / ei(us) q(uae) v(ixit) an(nos) XXXV / T(itus) Aurel(ius) Maxi/[m]us filius / [p(arentibus) p(ro) p(ietate)]","Dis Manibus sacrum Tito Aurelio Ingenuo qui vixit annos L et Pantoni coniugi eius quae vixit annos XXXV Titus Aurelius Maximus filius parentibus pro pietate","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, nomen singulare, tria nomina, viri",43.3424,19.3204,1
"1807",2159,470161,"EDCS-10100685","HD034003",201,300,"[D(is) M(anibus)] s(acrum) / [3 Au]rel(ius) / [3]us si/[bi et A]ure/[liae T]atae / [vi]vae / [sui]sq(ue) / [omnib(us)] / v(ivus) p(osuit)","[D(is) M(anibus)] s(acrum) / [--- Au]rel(ius) / [---]us si/[bi et A]ure/[liae T]atae / [vi]vae / [sui]sq(ue) / [omnib(us)] / v(ivus) p(osuit)","Dis Manibus sacrum Aurelius us sibi et Aureliae Tatae vivae suis que omnibus vivus posuit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, tria nomina, viri",43.3424,19.3204,1
"1808",2160,470162,"EDCS-10100686","HD007902",201,300,"D(is) M(anibus) s(acrum) / Aur(eliae) Titullae / Argurianae / qu(a)e v(ixit) an(nos) LX Aur(elia) / Titulla Cam/bria amitae / p(ientissimae) p(osuit)","D(is) M(anibus) s(acrum) / Aur(eliae) Titullae / Argurianae / qu(a)e v(ixit) an(nos) LX Aur(elia) / Titulla Cam/bria amitae / p(ro) p(arte)","Dis Manibus sacrum Aureliae Titullae Argurianae quae vixit annos LX Aurelia Titulla Cambria amitae pro parte","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, tria nomina",43.3424,19.3204,1
"1809",2161,470163,"EDCS-10100687","HD034004",1,300,"D(is) [M(anibus)] / T(itus) A[3] / C[3 si]/bi et [","D(is) [M(anibus)] / T(itus) A[---] / CP[--- si]/bi et [------","Dis Manibus Titus A CP sibi et","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","viri",43.3424,19.3204,1
"1810",2162,470164,"EDCS-10100688","HD034005",101,300,"D(is) M(anibus) / Caesi/ae Asteri/di q(uae) v(ixit) a(nnos) XXXV / C(aius) Egnati/us Monta/nus c(oniugi) b(ene) m(erenti) / p(osuit)","D(is) M(anibus) / Caesi/ae Asteri/di q(uae) v(ixit) a(nnos) XXXV / C(aius) Egnati/us Monta/nus c(oniugi) b(ene) m(erenti) / p(osuit)","Dis Manibus Caesiae Asteridi quae vixit annos XXXV Caius Egnatius Montanus coniugi bene merenti posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, tria nomina, viri",43.3424,19.3204,1
"1811",2163,470165,"EDCS-10100689","HD034006",201,300,"D(is) M(anibus) s(acrum) / P(ublio) Gavieno / Candidiano / q(ui) v(ixit) a(nnos) XLV et Egna/tiae So[te]ridi [c]oniugi/ vivae Gav[i]en[i] Vale/ria[n]us et Egna[ti]us et / Candida filii p(arentibus) p(osuerunt)","D(is) M(anibus) s(acrum) / P(ublio) Gavieno / Candidiano / q(ui) v(ixit) a(nnos) XLV et Egna/tiae So[te]ridi [c]oniugi / vivae Gav[i]en[i] Vale/ria(n)us et Egna[ti]us et / Candida filii p(arentibus) p(osuerunt)","Dis Manibus sacrum Publio Gavieno Candidiano qui vixit annos XLV et Egnatiae Soteridi coniugi vivae Gavieni Valerianus et Egnatius et Candida filii parentibus posuerunt","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, tria nomina, viri",43.3424,19.3204,1
"1812",2164,470166,"EDCS-10100690","HD034007",101,300,"D(is) M(anibus) s(acrum) / L(ucio) Paconio / Barbarioni / q(ui) v(ixit) [a(nnos)] <LXXX=XXXL> / [et 3]BVNI / [c(oniugi) ei(us)] vivae / Val(erius) Fau/[s]tus p(arentibus) p(ientissimis) p(osuit)","D(is) M(anibus) s(acrum) / L(ucio) Paconio / Barbarioni / q(ui) v(ixit) [a(nnos)] XXXL / [et ---]buni(?) / [c(oniugi) ei(us)] vivae / [V]al(erius) Fau/[s]tus p(arentibus) p(ientissimis) p(osuit)","Dis Manibus sacrum Lucio Paconio Barbarioni qui vixit annos XXXL et buni coniugi eius vivae Valerius Faustus parentibus pientissimis posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, tria nomina, viri",43.3424,19.3204,1
"1813",2165,470167,"EDCS-10100691","HD034008",201,300,"D(is) M(anibus) s(acrum) / M(arco) Pl(etorio?) Ursino / q(ui) v(ixit) a(nnos) LV / L(ucius) Pac(onius) Barbar(us) / et Ursin[a] / b(ene) m(erenti) [p(osuerunt)]","D(is) M(anibus) s(acrum) / M(arco) Pl(aetorio?) Ursino / q(ui) v(ixit) a(nnos) LV / L(ucius) Pac(onius) Barbar(ioni) / et Ursin[a] / b(ene) m(erenti) [p(osuerunt)]","Dis Manibus sacrum Marco Plaetorio Ursino qui vixit annos LV Lucius Paconius Barbarioni et Ursina bene merenti posuerunt","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, nomen singulare, tria nomina, viri",43.3424,19.3204,1
"1814",2166,470168,"EDCS-10100692","HD034009",201,300,"D(is) M(anibus) s(acrum) / Iarito Ar/vi s(ibi) p(osuit) et / Fuscae An(a)e / con(iugi) s(uae) d(ulcissimae) q(uae) / v(ixit) a(nnos) L","D(is) M(anibus) s(acrum) / Iarito Ar/vi s(ibi) p(osuit) et / Fuscae An(a)e / con(iugi) s(uae) d(ulcissimae) q(uae) / v(ixit) an(nos) L","Dis Manibus sacrum Iarito Arvi sibi posuit et Fuscae Anae coniugi suae dulcissimae quae vixit annos L","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, nomen singulare, viri",43.3424,19.3204,1
"1815",2167,470169,"EDCS-10100693","HD034010",101,300,"]A / [3]QVION / [3]TANIA","------] / [---]A(?) / [---]Q(?)V(?)ION / [---]tania","A QVION tania","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja",NA,43.3424,19.3204,1
"1816",2168,470170,"EDCS-10100695","HD034011",101,200,"D(is) M(anibus) [s(acrum)] / Q(uintus) Ael(ius?) [3] / ST[3] / et [","D(is) M(anibus) [s(acrum)] / Q(uintus) Ael(ius)(?) [Fau?]/st[us? ---] / et [---] / [------","Dis Manibus sacrum Quintus Aelius Faustus et","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","tria nomina, viri",43.3424,19.3204,1
"1817",2169,470171,"EDCS-10100696","HD034012",101,200,"D(is) [M(anibus) s(acrum)] / Ael(ius?) [3] / P[ // ] / S[","D(is) [M(anibus) s(acrum)] / Ael(ius?) [---] / P[---] / [------] / [------] / [------] /[------] /[------] / S[------","Dis Manibus sacrum Aelius P S","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja",NA,43.3424,19.3204,1
"1818",2170,470172,"EDCS-10100697","HD007905",201,300,"D(is) M(anibus) s(acrum) / Aur(elia) Vendo / s(ibi) viva p(osuit) / et Aur(elio) Ma/ximo mi/liti filio / q(ui) (!) an(nos) XXV","D(is) M(anibus) s(acrum) / Aur(elia) Vendo / s(ibi) viva p(osuit) / et Aur(elio) Ma/ximo mi/liti filio / q(ui vixit) an(nos) XXV","Dis Manibus sacrum Aurelia Vendo sibi viva posuit et Aurelio Maximo militi filio qui vixit annos XXV","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, tria nomina, viri",43.3424,19.3204,1
"1819",2171,470173,"EDCS-51800033","HD007908",101,300,"D(is) M(anibus) s(acrum) / Aureliae / Turoni / Pins[i f(iliae)] / q(uae) v[ix(it) an(nos) 3] / [Aurel]ia(?) / [3] viv[a] / [3] pos(uit)","D(is) M(anibus) s(acrum) / Aureliae / Turoni / Pins[i f(iliae)] / q(uae) v[ix(it) an(nos) ---] / [Aurel?]ia / [---] viv[a] / [---] pos(uit)","Dis Manibus sacrum Aureliae Turoni Pinsi filiae quae vixit annos Aurelia viva posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, nomen singulare, tria nomina, viri",43.3424,19.3204,1
"1820",2172,470174,"EDCS-10100702","HD034013",251,300,"D(is) M(anibus) / Ae(lio) Felicia/no mi(liti) le(gionis) / XIII Ge(minae) q(ui) v(ixit) a(nnos) / XXV filio / dul(cissimo) Maxi/mus et Fi/rma p(arentes)","D(is) M(anibus) / Ae(lio) Felicia/no mi(liti) le(gionis) / XIII ge(minae) q(ui) v(ixit) a(nnos) / XXV filio / dul(cissimo) Maxi/mus et Fi/rma(?) p(arentes)","Dis Manibus Aelio Feliciano militi legionis XIII geminae qui vixit annos XXV filio dulcissimo Maximus et Firma parentes","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","milites, mulieres, nomen singulare, tria nomina, viri",43.3424,19.3204,1
"1821",2173,470175,"EDCS-10100703","HD034014",151,250,"D(is) M(anibus) s(acrum) / T(itus) Aur(elius) Ru[fu]s / Belzeiu[s] / viv(u)s sibi / et Aur(eliae) Fusc[ae] / b[3] / [3] an(norum) / XX[3]M[3] / RM dom[um] / aeternam / fecit po/suit o(ssa) v(obis) b(ene)","D(is) M(anibus) s(acrum) / T(itus) Aur(elius) Ru[fu]s / Belzeiu[s] / viv(u)s sibi / et Aur(eliae) Fusc[ae] / b[ene? merenti?] / [---] an(norum) / XX[---] m(ensium) [---] / r(arissimae?) m(ulieri?) dom[um] / aeternam / fecit po/suit o(---) v(---) b(---)","Dis Manibus sacrum Titus Aurelius Rufus Belzeius vivus sibi et Aureliae Fuscae bene merenti annorum XX mensium rarissimae mulieri domum aeternam fecit posuit o v b","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","mulieres, tria nomina, viri",43.3424,19.3204,1
"1822",2174,470176,"EDCS-10100704","HD034015",1,300,"D(is) M(anibus) s(acrum) / [6] / AITV[3]IQ / [3]C [1]ICP / [3]XII / Sextus CP[","D(is) M(anibus) s(acrum) / [------] / AITV[---]IQ / [---]C [-]ICP / [---]XII / Sextus CP / [------] / [------","Dis Manibus sacrum AITV IQ C ICP XII Sextus CP","epitaph","epitaph","stele","Dalmatia","Dalmatia","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja","viri",43.3424,19.3204,1
"1823",2176,470179,"EDCS-65100035","HD067898",301,600,"]ATE MI[","------] / [---]ATE MI(?)[---]","ATE MI",NA,NA,"tabula","Dalmatia","Dalmatia","Ploce / Amantia",NA,"Ploče",NA,43.0524293,17.4360676,1
"1824",2177,470180,"EDCS-65100036","HD067901",301,600,"]OMPE[","------] / [---]OMPE[---]","OMPE",NA,NA,"tabula","Dalmatia","Dalmatia","Ploce / Amantia",NA,"Ploče",NA,43.0524293,17.4360676,1
"1825",2178,470181,"EDCS-65100037","HD067902",301,600,"]DOMN P[","------] / [---]DOMN P[---]","DOMN P",NA,NA,"tabula","Dalmatia","Dalmatia","Ploce / Amantia",NA,"Ploče",NA,43.0524293,17.4360676,1
"1826",2179,470182,"EDCS-65100038","HD067903",301,600,"] / MAR[3] / NINI[3]M[3] / Septim(ia?) [B]/us(s)umara(?) / IV[3]F[","------] / [------] / MA(?)R[---] / NIN(?)I(?)[-]M(?)[---] / Septim(ia?) [B?]/us(s)umara(?) / IV[---]F(?)[-] / [------] / [------","MAR NINI M Septimia Bussumara IV F","epitaph","epitaph","stele","Dalmatia","Dalmatia","Ploce / Amantia",NA,"Ploče","mulieres, tria nomina",43.0524293,17.4360676,1
"1827",2180,470183,"EDCS-65100039","HD067904",201,300,"D(is) M(anibus) s(acrum) / INF Secundina MV/RIANO Secund/VIVINAQVO / OQTNVLEDX a/n(nos) XXV M me(n)s(es) / III be(ne) mer(enti) pos(uit)","D(is) M(anibus) s(acrum) / INF Secundina MV / RIANO Secund/VIVINAQVO / OQTNVLEDX a/n(nos) XXV M me(n)s(es) / III be(ne) mer(enti) pos(uit)","Dis Manibus sacrum INF Secundina MV RIANO SecundVIVINAQVO OQTNVLEDX annos XXV M menses III bene merenti posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Ploce / Amantia",NA,"Ploče","mulieres",43.0524293,17.4360676,1
"1828",2181,470184,"EDCS-28400286","HD061842",1,300,"Iano / Patri","Iano / Patri","Iano Patri","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan",NA,45.1382,14.1801,1
"1829",2182,470185,"EDCS-28400287","HD061843",1,150,"M(arcus) / Vipsanus / M(arci) l(ibertus) / Faustus / Icae / v(otum) s(olvit) l(ibens) m(erito)","M(arcus) / Vipsanus / M(arci) l(ibertus) / Faustus / Icae / v(otum) s(olvit) l(ibens) m(erito)","Marcus Vipsanus Marci libertus Faustus Icae votum solvit libens merito","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","liberti/libertae, tria nomina, viri",45.1382,14.1801,1
"1830",2183,470186,"EDCS-28400288","HD061844",1,150,"I<c=K>ae Aug(ustae) / in memoriam / Vibiae Proc(u)lae / matris / Aquillia Q(uinti) f(ilia) Oclatina / balineum d(onum) d(edit)","Iriae Aug(ustae) / in memoriam / Vibiae Portiae / matris / Aquilia Q(uinti) f(ilia) Colatina / d(onum) d(edit)","Iriae Augustae in memoriam Vibiae Portiae matris Aquilia Quinti filia Colatina donum dedit","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","mulieres, tria nomina",45.1382,14.1801,1
"1831",2184,470187,"EDCS-28400289","HD061845",1,150,"Iri(a)e Veneri / C(aius) Vale(rius) Optati f(ilius) Felicula / v(otum) s(olvit) l(ibens) m(erito)","Iri(a)e Veneri / C(aia) Vale(ria) Optati &lt;f=E&gt;(ilia) / Felicula / v(otum) s(olvit) l(ibens) m(erito) ","Iriae Veneri Caia Valeria Optati lt f gt ilia Felicula votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Plomin / Flanona",NA,"Kršan","nomen singulare, tria nomina, viri",45.1380212,14.1801746,1
"1832",2185,470188,"EDCS-28400290","HD061846",1,300,"Silvano / Aug(usto) / l(ibens) v(otum) f(ecit)","Silvano / Aug(usto) / L(ucius) V(---) F(---) / [------","Silvano Augusto Lucius V F","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan",NA,45.1382,14.1801,1
"1833",2186,470189,"EDCS-28400291","HD061830",151,300,"[I(ovi)] O(ptimo) M(aximo) / [p]osuit Nobi/lis d(i)spe(n)sato(r)","------](?) / [--]O[-]NI / [p]osuit Nobi/lis d(i)spe(n)sato[r]","O NI posuit Nobilis dispensator","votive inscription","votive inscription","honorific/grave/votive column","Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","nomen singulare, officium/professio, viri",45.1382,14.1801,1
"1834",2187,470190,"EDCS-28400292","HD014821",1,100,"[A]cilia L(uci) f(ilia) Quincta v(iva) f(ecit) s(ibi) et Se[x(to)] / [A]quillio viro suo h(eredi) [et] / [L(ucio?)] Aquillio Sex(ti) f(ilio) [C]la(udia) Longo f(ilio) de[c(urioni)","[A]cilia L(uci) f(ilia) Quincta v(iva) f(ecit) s(ibi) et Se[x(to)] / [A]quillio viro suo h(eredi) [et] / [L(ucio)] Aquillio Sex(ti) f(ilio) [C]la(udia) Longo f(ilio) de[c(urioni) ---]","Acilia Luci filia Quincta viva fecit sibi et Sexto Aquillio viro suo heredi et Lucio Aquillio Sexti filio Claudia Longo filio decurioni","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","milites, mulieres, ordo decurionum, praenomen et nomen, tria nomina",45.1382,14.1801,1
"1835",2188,470191,"EDCS-28400293","HD061847",1,100,"[Se]x(to) Aquillio Sex(ti) f(ilio) L(ucio) A/quillio Sex(ti) f(ilio) Ruf[","[Se]x(to) Aquillio Sex(ti) f(ilio) L(ucio) A/quillio Sex(ti) f(ilio) Ruf[o] / [------?","Sexto Aquillio Sexti filio Lucio Aquillio Sexti filio Rufo","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","praenomen et nomen, viri",45.1382,14.1801,1
"1836",2189,470192,"EDCS-28400294","HD015547",1,100,"Avita Su/ioca Ves/cleuesis f(ilia) v(iva) f(ecit) sibi et / [3]V // Velsou/nae Suio/cae Ves/cleuesis / f(iliae) // Avita / Aquil/lia L(uci) f(ilia) / v(iva) f(ecit) si[bi et] / Vol[","Avita Su/ioca Ves/clevesis / f(ilia) v(iva) f(ecit) sibi et / [---]V / [------? // Volsou/nae Suio/cae Ves/clevesis / f(iliae) / [------? // Avita / Aquil/lia L(uci) f(ilia) / v(iva) f(ecit) si[bi et] / Vol[---] / [------?","Avita Suioca Vesclevesis filia viva fecit sibi et V Volsounae Suiocae Vesclevesis filiae Avita Aquillia Luci filia viva fecit sibi et Vol","epitaph","epitaph","stele","Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","mulieres, nomen singulare, tria nomina, viri",45.1382,14.1801,1
"1837",2190,470193,"EDCS-28400295","HD061833",1,300,"] / C(ai?) Lani[","------] / C(---) LANI[---]","C LANI",NA,NA,NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","viri",45.1382,14.1801,1
"1838",2191,470194,"EDCS-28400296","HD061834",1,150,"]V[3] / [3]olso f[3] / Graesimo[","------] [---]V[---] / [--- V]olso F[---] / GRAESIMO[---]","V Volso F GRAESIMO",NA,NA,NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","viri",45.1382,14.1801,1
"1839",2192,470195,"EDCS-28400297","HD014824",201,300,"Fl(aviae) Titi[a]e / coniugi / incompa/rabili / Fl(avius) Felicis/simus fec(it)","------] / Fl(aviae) Titi[a]e / co(n)iugi / incompa/rabili / Fl(avius) Felicis/simus fec(it)","Flaviae Titiae coniugi incomparabili Flavius Felicissimus fecit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","mulieres, tria nomina, viri",45.1382,14.1801,1
"1840",2193,470196,"EDCS-28400298","HD061829",1,150,"] Plesontei / parentibus et sibi / C[3] fecerunt","[---]PLESONTEI / [parenti]bus et sibi / [fec]erunt","PLESONTEI parentibus et sibi fecerunt","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan",NA,45.1382,14.1801,1
"1841",2194,470197,"EDCS-28400299","HD061828",1,150,"]VCCI[3] / O[3]F Quin[3] / [3] sibi [3] / [3]bagio[","VCCI[---] / O[---]I / sibi / [------]","VCCI O I sibi","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan",NA,45.1382,14.1801,1
"1842",2195,470198,"EDCS-28400300","HD061836",1,150,"in m]emoriam L(uci) Thori[","------](?) / [--- m]emoriam L(uci) Thori [---] / [------?","memoriam Luci Thori","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","viri",45.1382,14.1801,1
"1843",2196,470199,"EDCS-28400301","HD061839",1,150,"] / uxori [3] / C(aius) C(ai) f(ilius) Maxu[3] / Sex(tus) C(ai) f(ilius) Car[3] / Turrania [","------] / uxori / C(---) C(ai) f(ilia) Maxu[ma ---] / Sex(---) C(ai) f(ilia) CaP(?)[---] / Turrania [---]","uxori C Cai filia Maxuma Sex Cai filia CaP Turrania","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","mulieres, tria nomina, viri",45.1382,14.1801,1
"1844",2197,470200,"EDCS-31400356","HD057933",1,300,"p]aucissim[is] / [diebus c]onsum[3] / [3] sibi","------] [p]aucissim[is?] / [diebus? c]onsum[p]t[---] / [---](?) sibi [---](?)","paucissimis diebus consumpt sibi","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan",NA,45.1382,14.1801,1
"1845",2198,470201,"EDCS-10101916","HD035263",-30,100,"Senton(a)e / Sex(tus) Aem(ilius) / v(otum) s(olvit) l(ibens) m(erito)","Senton(a)e / Sex(tus) Aem(ilius) / v(otum) s(olvit) l(ibens) m(erito)","Sentonae Sextus Aemilius votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","praenomen et nomen, viri",45.1382,14.1801,1
"1846",2199,470202,"EDCS-10101917","HD035265",51,150,"[Silvan]o Au[g(usto)] / [sa]cr(um) / [3] Aquilius / Rufus / d(onum) d(at)","[Silvan]o Au[g(usto)] / [sa]cr(um) / [-] Aquilius / Rufus / d(ono) d(at)","Silvano Augusto sacrum Aquilius Rufus dono dat","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","tria nomina, viri",45.1382,14.1801,1
"1847",2200,470203,"EDCS-10101918","HD023356",51,150,"Vestae / Sex(tus) Aquilius / Lucifer / v(otum) s(olvit) l(ibens) m(erito)","Vestae / Sex(tus) Aquilius / Lucifer / v(otum) s(olvit) l(ibens) m(erito)","Vestae Sextus Aquilius Lucifer votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan","tria nomina, viri",45.1382,14.1801,1
"1848",2201,470204,"EDCS-10101919","HD035266",1,300,"] / aere / [c]onlato","------] / aere / [c]onlato","aere conlato","votive inscription","votive inscription","tabula","Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan",NA,45.1382,14.1801,1
"1849",2202,470205,"EDCS-10101920","HD035267",1,300,"ha]c lege [","------ ha]c lege [------","hac lege",NA,NA,"tabula","Dalmatia","Dalmatia","Plomin / Flanona","Flanona","Kršan",NA,45.1382,14.1801,1
