Column1,X,LIST.ID,EDCS.ID,EDH.ID,not_before,not_after,changed?,source,note,delete?,transcription,clean_text_interpretive_word,type_of_inscription_clean,type_of_inscription_auto,type_of_monument_clean,changed_type?,source,note,province,province_label_clean,place,findspot_ancient_clean,findspot_modern_clean,status_notation,Latitude,Longitude,count
276,2967,470980,EDCS-27601601,HD063273,1,150,,,,,Q(uinto) Servilio / M(arci) f(ilio) Palat(ina) / Pacuviano aedil(i) / praef(ecto) cohort(is) I / Morinorum / M(arcus) Servilius Copien/sis Pacuvianus / pater fecit et sibi,Quinto Servilio Marci filio Palatina Pacuviano aedili praefecto cohortis I Morinorum Marcus Servilius Copiensis Pacuvianus pater fecit et sibi,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, ordo decurionum, ordo equester, tria nomina, viri",43.5384,16.4743,1
278,2969,470982,EDCS-27601626,HD063846,1,150,,,,,D(is) M(anibus) / L(ucio) Sextilio Rufo vet(erano) ex classe / praetoria Misenat(i)um et Pa/piriae Helpidi parentibus et / Sextiliae Valeriae Sextilia / Rufina viva fecit,Dis Manibus Lucio Sextilio Rufo veterano ex classe praetoria Misenatium et Papiriae Helpidi parentibus et Sextiliae Valeriae Sextilia Rufina viva fecit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Split,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
281,2972,470985,EDCS-27601639,HD062545,1,150,,,,,L(ucius) Tettennius / T(iti) f(ilius) S&lt;t=I&gt;e(llatina) Pansa / vet(eranus) leg(ionis) XI C(laudiae) p(iae) f(idelis) / h(ic) s(itus) e(st) ,Lucius Tettennius Titi filius S lt t gt ellatina Pansa veteranus legionis XI Claudiae piae fidelis hic situs est,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Siculi,Kaštela,"milites, tria nomina, viri",43.5306,16.3004,1
282,2973,470986,EDCS-27601603,HD063270,1,150,,,,,T(iti) Titiseni / Convicto/riani dec(urionis) col(oniae) Salon(itanae) sacerd(otis) / T(itus) Titisenus / Valentinus / |(centurio) leg(ionis) filius,Titi Titiseni Convictoriani decurionis coloniae Salonitanae sacerdotis Titus Titisenus Valentinus centurio legionis filius,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, ordo decurionum, sacerdotes pagani, tria nomina, viri",43.5384,16.4743,1
284,2975,470988,EDCS-27601605,HD054614,1,150,,,,,G(aio) Valerio G(ai) f(ilio) / Claud(ia) Marcell(o) / [---]III mil(iti) coh(ortis) / [------,Gaio Valerio Gai filio Claudia Marcello III militi cohortis,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
295,2992,471005,EDCS-27700127,HD063259,1,150,,,,,------] / Tertullae an(norum) XIIX / Antoniae / Primigeniae / filius / L(ucio) Antonio L(uci) f(ilio) Tro(mentina) / Firmo aed(ili) IIIIvir(o) i(ure) d(icundo) / praef(ecto) fabr(um) proc(uratori) Aug(usti) / fil(ius) / L(ucio) Antonio Expectato / frater / v(ivus) f(ecit) sibi et suis,Tertullae annorum XIIX Antoniae Primigeniae filius Lucio Antonio Luci filio Tromentina Firmo aedili IIII viro iure dicundo praefecto fabrum procuratori Augusti filius Lucio Antonio Expectato frater vivus fecit sibi et suis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, ordo decurionum, ordo equester, tria nomina, viri",43.5384,16.4743,1
313,3654,471699,EDCS-28700949,HD062526,1,150,,,,,Beres sagit(tarius) h(ic) s(itus) e(st),Beres sagittarius hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, nomen singulare, viri",43.5384,16.4743,1
322,3663,471709,EDCS-28800854,HD062537,1,150,,,,,------]II[---] / [---]VF[---] / [T(ito)?] Helv[io ---] / mil(iti) [---] / T(ito) Helvio So(?)[------,II VF Tito Helvio militi Tito Helvio So,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
324,3665,471711,EDCS-28800855,HD055183,1,150,,,,,------] / [---]egiae / [--- Lo]nginae / [---]rius b(ene)f(iciarius) / [---]onianus / [---]DVL et sibi / [---] p(osuit),egiae Longinae rius beneficiarius onianus DVL et sibi posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
332,3673,471719,EDCS-28800863,HD062557,1,150,,,,,L(ucio) Trebonio Valenti / mil(iti) leg(ionis) VII C(laudiae) p(iae) f(idelis) et L(ucio) Tre/bonio Constanti f(ilio) et / Treboniae Tertullae / sorori L(ucius) Trebonius / Successus lib(ertus) patronis / suis bene merentib(us) v(ivus) f(ecit) / sibi et suis libert(is) lib(ertabus)q(ue) / in f(ronte) p(edes) XX in ag(ro) p(edes) XII,Lucio Trebonio Valenti militi legionis VII Claudiae piae fidelis et Lucio Trebonio Constanti filio et Treboniae Tertullae sorori Lucius Trebonius Successus libertus patronis suis bene merentibus vivus fecit sibi et suis libertis libertabus que in fronte pedes XX in agro pedes XII,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, mulieres, tria nomina, viri",43.5384,16.4743,1
335,3676,471722,EDCS-28800847,HD063539,1,150,,,,,------] / [---] P(ubli) f(ili--) Mall[eol--? ---] / [---] et Place[ntina-? ---] / [---]XXI [---] / [------,Publi fili Malleol et Placentina XXI,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
365,4452,472621,EDCS-31400719,HD063894,1,150,,,,,------ le]g(ionis) XXI[I ---] / [---] leg(ionis) X [---] / [---] et [------,legionis XXII legionis X et,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
393,4883,473092,EDCS-32700271,HD061533,1,150,,,,,------]S / [--- leg(ionis)?] VII |(centuria)(?) [------,S legionis VII centuria,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
400,5131,473372,EDCS-10000694,HD034093,1,150,,,,,------] / [---] Sep(timius) / [---]dus Pir(ami?)(!) / mil(es) coh(ortis) III Alp(inorum) / |(centuria) Marcelli IESS / h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit) / Plares Annaei eq(ues) / ex sing(ularibus) A(ugusti),Septimius dus Pirami miles cohortis III Alpinorum centuria Marcelli IESS hic situs est testamento fieri iussit Plares Annaei eques ex singularibus Augusti,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, nomen singulare, tria nomina, viri",43.5384,16.4743,1
458,6227,474674,EDCS-10100895,HD033015,1,150,,,,,Mebdius / Corvin[us] / mil(es) co[h(ortis)] X / pr[aet(oriae) Bracar]aug/us[ta] ann[orum] / XXV[--- stip(endiorum)] / VII[I?] h(ic) s(itus) e(st) / T[---] / F[eli]x he[r]es,Mebdius Corvinus miles cohortis X praetoriae Bracaraugusta annorum XXV stipendiorum VIII hic situs est T Felix heres,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Trilj / Tilurium,Tilurium,Trilj,"milites, tria nomina, viri",43.6139,16.689,1
438,5999,474444,EDCS-10101947,HD035298,1,150,,,,,G(aius) Octavius / Pude(n)s solo / suo / h(ic) s(itus) est,Gaius Octavius Pudens solo suo hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,"Solta, Otok / Solentia","Solentia, insula",Šolta,"milites, tria nomina",43.3972,16.2752,1
441,6034,474480,EDCS-28800886,HD062538,1,150,,,,,------ Lo]ngi f(ilio) Lo[ngo? ---?] / [--- pra]ef(ecto) fab[r(um) ---] / [---]ium FV[---] / [---] Cre[scens? ------,Longi filio Longo praefecto fabrum ium FV Crescens,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Stari Grad / Argyruntum,Argyruntum,Starigrad,"milites, ordo equester, viri",44.2951,15.4403,1
486,6730,475189,EDCS-28400161,HD060141,1,150,,,,,C(aius) Allius [---] / spec(ulator) l[eg(ionis) ---] / [[[------]]] / v(ivus) f(ecit) sibi et [---] / in fr(onte) [p(edes) ---] / in agr(o) [p(edes) ---],Caius Allius speculator legionis vivus fecit sibi et in fronte pedes in agro pedes,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Zadar / Iader,Iader,Zadar,"milites, viri",44.115501,15.223778,1
488,6732,475191,EDCS-28400163,HD060143,1,150,,,,,M(anius) Antestius / Auctus vet(eranus) v(ivus) [f(ecit)] / sibi et suis / in fr(onte) p(edes) XX in agr(o) / p(edes) XVI [et] ustrin(a) in fr(onte) / p(edes) XX,Manius Antestius Auctus veteranus vivus fecit sibi et suis in fronte pedes XX in agro pedes XVI et ustrina in fronte pedes XX,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Zadar / Iader,Iader,Zadar,"milites, tria nomina, viri",44.115501,15.223778,1
494,6796,475256,EDCS-30301489,HD060126,1,150,,,,,[---] T(iti)(?) f(ilius) Serg(i)a Rufus tr[ib(unus) ---] / [---]O sib[i e]t suis [---] / [---]I(?)[---]T[---]V(?) V(?)[---] / [------,Titi filius Sergia Rufus tribunus O sibi et suis I T V V,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Zadar / Iader,Iader,Zadar,"milites, ordo equester, ordo senatorius, tria nomina, viri",44.115501,15.223778,1
495,6829,475289,EDCS-31200672,HD060063,1,150,,,,,------] / torquib(us) armil(lis) phale[r(is) ---] / t(estamento) f(ieri) i(ussit) / Vibia Maxima soror / faciend(um) curavit / h(oc) m(onumentum) h(eredem) n(on) s(equetur),torquibus armillis phaleris testamento fieri iussit Vibia Maxima soror faciendum curavit hoc monumentum heredem non sequetur,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Zadar / Iader,Iader,Zemunik Donji,"milites, mulieres, tria nomina, viri",43.9393,15.4483,1
291,2983,470996,EDCS-27601608,HD063264,41,150,,,,,Virdomarus / Thartontis f(ilius) / domo Biturix / missicius alae / Claudiae novae / t(estamento) f(ieri) i(ussit) et / Pamae sorori,Virdomarus Thartontis filius domo Biturix missicius alae Claudiae novae testamento fieri iussit et Pamae sorori,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, nomen singulare, viri",43.5384,16.4743,1
31,437,468379,EDCS-30100427,HD061959,42,150,,,,,M(arcus) Varenus / M(arci) f(ilius) Vol(tinia) Valens ve/ter(anus) leg(ionis) VII C(laudiae) p(iae) f(idelis) t(estamento) f(ieri) i(ussit) / arbitratu M(arci) Vare/ni Secundi liberti idem/que heredis,Marcus Varenus Marci filius Voltinia Valens veteranus legionis VII Claudiae piae fidelis testamento fieri iussit arbitratu Marci Vareni Secundi liberti idem que heredis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Citluk / Aequum,Aequum,Hrvace,"liberti/libertae, milites, tria nomina, viri",43.7423,16.6547,1
35,518,468462,EDCS-28300101,HD062405,42,150,,,,,Q(uinto) Petro/nio Vale/nti milit{i}av(it) / leg(ione) VII &lt;C=G&gt;(laudia) p(ia) f(ideli) / h(ic) s(itus) e(st) ,Quinto Petronio Valenti militiavit legione VII lt C gt laudia pia fideli hic situs est,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Danilo Gornje / Rider,Rider,Šibenik,"milites, tria nomina, viri",43.7034,16.0486,1
220,2519,470521,EDCS-27500010,HD053693,42,150,,,,,------] / Sc[ap(tia) ---] / Florent[ia] / vet(eranus) leg(ionis) XI C(laudiae) [p(iae) f(idelis)] / testamento f(ieri) / iussit h(ic) s(itus) [e(st)] / in fronte p(edes) X[---] / in agrum(!) p(edes) X[---],Scaptia Florentia veteranus legionis XI Claudiae piae fidelis testamento fieri iussit hic situs est in fronte pedes X in agrum pedes X,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Runovici / Runovic / Novae,NULL,Proložac,"milites, viri",43.38889,17.2354538,1
283,2974,470987,EDCS-27601604,HD063269,42,150,,,,,C(aio) Valerio [---] / vet(erano) leg(ionis) XI p(ia) [f(idelis)---] / Valerius I(?)[---] / patrono [---],Caio Valerio veterano legionis XI pia fidelis Valerius I patrono,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, viri",43.5384,16.4743,1
314,3655,471700,EDCS-28700950,HD062531,42,150,,,,,C(aius) Bitt[ius] / Tro(mentina) Gem[ellus] / imagini[fer] / leg(ionis) VII C[l(audiae) p(iae) f(idelis)] / t(estamento) f(ieri) [i(ussit)],Caius Bittius Tromentina Gemellus imaginifer legionis VII Claudiae piae fidelis testamento fieri iussit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
339,3680,471726,EDCS-31400664,HD062588,42,150,,,,,------]VII[---] / [--- le]g(ionis) XI C(laudiae) [piae fidelis] / [s]tip[endiorum? ------,VII legionis XI Claudiae piae fidelis stipendiorum,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
364,4451,472620,EDCS-31400718,HD063893,42,150,,,,,------]IAN[---] / [--- leg(ionis)] XI Cl(audiae) [p(iae) f(idelis) ------,IAN legionis XI Claudiae piae fidelis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
366,4453,472622,EDCS-31400720,HD063895,42,150,,,,,------]OL[---] / [--- ve]ter(anus) leg(ionis) / [VII? Cl(audiae)?] p(iae) &lt;f=E&gt;(idelis) v(ivus) f(ecit) / [sibi et] suis ,OL veteranus legionis VII Claudiae piae lt f gt idelis vivus fecit sibi et suis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
103,1100,469058,EDCS-10100875,HD034248,51,150,,,,,------] / [---] imag(inifer) et / vexi[l(larius) ---] / [------,imaginifer et vexillarius,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Hardomilje / Bigeste,Bigeste,Ljubuški,"milites, viri",43.1818,17.5271,1
222,2540,470542,EDCS-30200149,HD058349,51,150,,,,,Vercaius Me/[n?]di f(ilius) eques / ala nova Cla/udia [t(urma)? L?]icini(?) / domo Varcia/nus anno[r(um) ---] / stupendior(um)(!) XX(?) / h(ic) s(itus) e(st) posuit Max/imus Regini f(ilius),Vercaius Mendi filius eques ala nova Claudia turma Licini domo Varcianus annorum stupendiorum XX hic situs est posuit Maximus Regini filius,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ruzic / Balijna Glavica / Municipium Magnum,Municipium Magnum,Ružić,"milites, nomen singulare, viri",43.8047,16.2988,1
246,2931,470944,EDCS-27601577,HD054709,51,150,,,,,M(arcus) Bl(a)esius Ter/tullus m(iles) leg(ionis) / XI C(laudiae) p(iae) f(idelis) Papiriae / Pyrallidi bene meren(ti) / (h)ospit(a)e su(a)e annorum XXV / de suo fecit,Marcus Blaesius Tertullus miles legionis XI Claudiae piae fidelis Papiriae Pyrallidi bene merenti hospitae suae annorum XXV de suo fecit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
316,3657,471702,EDCS-28700952,HD062532,51,150,,,,,Q(uintus) Cassius Q(uinti) f(ilius) Tro(mentina) Constans / aed(ilis) IIIIvir i(ure) d(icundo) augur praef(ectus) / fabr(um) tr(i)b(unus) milit(um) coh(ortis) IIII vol(untariorum) civium / Romanorum Q(uintus) Cassius Cerdo libert(us) / et heres faciundum curavit h(oc) m(onumentum) h(eredem) n(on) s(equetur),Quintus Cassius Quinti filius Tromentina Constans aedilis IIII vir iure dicundo augur praefectus fabrum tribunus militum cohortis IIII voluntariorum civium Romanorum Quintus Cassius Cerdo libertus et heres faciundum curavit hoc monumentum heredem non sequetur,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, ordo decurionum, ordo equester, sacerdotes pagani, tria nomina, viri",43.5384,16.4743,1
319,3660,471705,EDCS-28700954,HD062534,51,150,,,,,Q(uinto) Fabio / Pacato Volt(inia) / Viennae mil(iti) / leg(ionis) XI C(laudiae) p(iae) f(idelis) / annor(um) XXXVII / Fabius Fabianus / frater posuit,Quinto Fabio Pacato Voltinia Viennae militi legionis XI Claudiae piae fidelis annorum XXXVII Fabius Fabianus frater posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
264,2953,470966,EDCS-27601592,HD054813,51,150,,,,,M(arcus) Iul(ius) M(arci) f(ilius) Vol(tinia) / Paternus / Aquis Sextiis / mil(es) leg(ionis) VI victric(is) / [|(centurio)] leg(ionis) VIII Aug(ustae) |(centurio) leg(ionis) XIIII / g(eminae) M(artiae) v(ictricis) |(centurio) leg(ionis) XI C(laudiae) p(iae) f(idelis) / t(estamento) f(ieri) i(ussit) ex HS X(decem milibus) / Iulia T(iti) f(ilia) Maxima uxor / et M(arcus) Iul(ius) M(arci) l(ibertus) Docimus h(eredes) f(aciendum) c(uraverunt),Marcus Iulius Marci filius Voltinia Paternus Aquis Sextiis miles legionis VI victricis centurio legionis VIII Augustae centurio legionis XIIII geminae Martiae victricis centurio legionis XI Claudiae piae fidelis testamento fieri iussit ex HS Xdecem milibus Iulia Titi filia Maxima uxor et Marcus Iulius Marci libertus Docimus heredes faciendum curaverunt,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, mulieres, tria nomina, viri",43.5384,16.4743,1
411,5220,473467,EDCS-10101060,HD028033,51,150,,,,,T(itus) Ti[---] / T(iti) f(ilius) R[---] / dom(o) Fab[ia Brixia] / spec(ulator) leg(ionis) X[I C(laudiae) p(iae) f(idelis) ann(orum) ---] / stip(endiorum) XXII[--- t(estamento) f(ieri) i(ussit) sibi et lib(ertis)] / lib(er)t(abus)q(ue) [posterisque eor(um)] / arbit(ratu) T(iti) [---] / Euphro[syni? ---] / et T(iti) T[---] // in f(ronte) p(edes) [--- in a(gro) p(edes) ---],Titus Ti Titi filius R domo Fabia Brixia speculator legionis XI Claudiae piae fidelis annorum stipendiorum XXII testamento fieri iussit sibi et libertis libertabus que posteris que eorum arbitratu Titi Euphrosyni et Titi T in fronte pedes in agro pedes,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, tria nomina, viri",43.5384,16.4743,1
422,5366,473625,EDCS-10101234,HD034679,51,150,,,,,Pinaria C(ai) lib(erta) / [[------]] / patrono suo / C(aio) Pinario Scarpo / [ve]t(erano) leg(ionis) VII et filio / [------,Pinaria Cai liberta patrono suo Caio Pinario Scarpo veterano legionis VII et filio,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"liberti/libertae, milites, mulieres, tria nomina, viri",43.5384,16.4743,1
45,682,468632,EDCS-00380802,HD039734,71,150,,,,,Severus Triocha/ri f(ilius) Ubius(?) / eq(ues) ala(e) Tu/ngr(orum) ann(orum) / XXVI sti(pendiorum) V / h(ic) s(itus) e(st) Urban/us fratri pos(u)it,Severus Triochari filius Ubius eques alae Tungrorum annorum XXVI stipendiorum V hic situs est Urbanus fratri posuit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Dugopolje / Salona,Salonae,Dugopolje,"milites, nomen singulare, tria nomina, viri",43.5384,16.4743,1
161,1327,469293,EDCS-28400139,HD059982,71,150,no,,,,A(ulus) Saufeius P(ubli) f(ilius) Ca[m(ilia)] / Max(imus?) Ansio miles c[oh(ortis)] / VIIII pr(aetoriae) |(centuria) Firmi Ter[tulli] / militavit annis [--- bene]/ficiarius t[rib(uni) tes]/serarius co[rnicular(ius)] / donis do[natus ab] / Imperat[ore ---]/no Cae[sare Aug(usto) tor]/quib[us ---] / [------,Aulus Saufeius Publi filius Camilia Maximus Ansio miles cohortis VIIII praetoriae centuria Firmi Tertulli militavit annis beneficiarius tribuni tesserarius cornicularius donis donatus ab Imperatore no Caesare Augusto torquibus,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Karin Gornji / Corinium,Ansium,Obrovac,"Augusti/Augustae, milites, tria nomina, viri",44.179,15.666,1
263,2952,470965,EDCS-27601591,HD054811,71,150,,,,,Diop(h)antus A[l]e/xandri f(ilius) / d(e) liburna Mur/ena vixit an(n)o/s XXXVIII militavi/t an(n)os XVI / h(ic) s(itus),Diophantus Alexandri filius de liburna Murena vixit annos XXXVIII militavit annos XVI hic situs,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, nomen singulare, viri",43.5384,16.4743,1
62,823,468775,EDCS-30100407,HD056324,101,150,,,,,------]EMANS / [---] Platoris / [Da?]esitias vexill(arius) / [e]quit(um) coh(ortis) I Belgar(um) / turma Valeri / Proculi ann(orum) XLV / stipendior(um) XXIV h(ic) s(itus) e(st) / fieri curavit Iulia Ves(---) / coniunx,EMANS Platoris Daesitias vexillarius equitum cohortis I Belgarum turma Valeri Proculi annorum XLV stipendiorum XXIV hic situs est fieri curavit Iulia Ves coniunx,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"mulieres, nomen singulare, tria nomina, viri",43.6139,16.689,1
99,1096,469054,EDCS-10100871,HD027216,101,150,,,,,[Das]sius Bastarni / [f(ilius) do]mo Maezaeus / [mile]s coh(ortis) I Belgarum |(centuria) / [Rest]ituti sig(nifer) annor(um) / [---] stip(endiorum) XV t(estamento) f(ieri) i(ussit) cura/[vit] Valerius Maxi/[min]us heres,Dassius Bastarni filius domo Maezaeus miles cohortis I Belgarum centuria Restituti signifer annorum stipendiorum XV testamento fieri iussit curavit Valerius Maximinus heres,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Hardomilje / Bigeste,Bigeste,Ljubuški,"milites, nomen singulare, tria nomina, viri",43.1818,17.5271,1
182,1623,469600,EDCS-28400309,HD061817,101,150,,,,,[---]us Hostid[u]/ces(?) f(ilius) Volso hic / LES in S&lt;y=V&gt;ria D(---) / Titius fratri fecit ,us Hostiduces filius Volso hic LES in S lt y gt ria D Titius fratri fecit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Labin / Alvona,Albona,Labin,"milites, nomen singulare, viri",45.0949,14.1232,1
266,2955,470968,EDCS-27601623,HD055582,101,150,,,,,Quartus Iu(v)entius T(iti) f(ilius) / missicius leg(ionis) XI / ann(orum) XXXV / h(ic) s(itus) e(st),Quartus Iuventius Titi filius missicius legionis XI annorum XXXV hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Split,"milites, tria nomina, viri",43.5384,16.4743,1
334,3675,471721,EDCS-28800864,HD056329,101,150,,,,,C(aius) Val(erius) [---] f(ilius) Azinas / Proc(u)l[us] eques / coh(ortis) I[II? A]lp(inorum) ve[x(illarius)] / equit[um coh(ortis)] / I Belg(arum) dec(urio) equit(um) / coh(ortis) eiusdem / hunc(!) sepulcrum / vivos(!) paravi mihi / et Apulei(a)e Sabin(a)e / uxori meae lib(ertis) / libertabusque / h(oc) m(onumentum) h(eredem) n(on) s(equetur),Caius Valerius filius Azinas Proculus eques cohortis III Alpinorum vexillarius equitum cohortis I Belgarum decurio equitum cohortis eiusdem hunc sepulcrum vivos paravi mihi et Apuleiae Sabinae uxori meae libertis libertabus que hoc monumentum heredem non sequetur,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
398,5129,473370,EDCS-10000692,HD034091,101,150,,,,,[D(is)] M(anibus) / [- Fl]avio Defen/[so]ri optioni / [cl]ass(is) praet(oriae) Mi/[sen]atium nati/[one Bri]tto st(i)p(endiorum) X / [vixit] ann(os) X[XX?] / [------,Dis Manibus Flavio Defensori optioni classis praetoriae Misenatium natione Britto stipendiorum X vixit annos XXX,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
462,6238,474686,EDCS-28300004,HD058437,101,150,,,,,Dis Manibus / [s]acrum / C(aius) Vibius C(ai) f(ilius) Pompt(ina) / Pude(n)s dom(o) Arret(io) / |(centurio) leg(ionis) VII C(laudiae) p(iae) f(idelis) vivos(!) fec(it) / sibi et Iuliae C(ai) f(iliae) Pollae / uxori,Dis Manibus sacrum Caius Vibius Cai filius Pomptina Pudens domo Arretio centurio legionis VII Claudiae piae fidelis vivos fecit sibi et Iuliae Cai filiae Pollae uxori,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Trogir / Tragurium,Tragurium,"Trogir, bei","milites, mulieres, tria nomina, viri",43.5594,16.524,1
258,2947,470960,EDCS-27601588,HD054794,105,150,,,,,D(is) M(anibus) / T(ito) Fl(avio) Pompo/niano |(centurioni) / leg(ionis) II Tr(aianae) fort(is) |(centurioni) leg(ionis) I[III] / Fl(aviae) |(centurioni) leg(ionis) XII fulmin[a]/tae |(centurioni) leg(ionis) XVI Flaviae / |(centurioni) leg(ionis) XIIII geminae M(artiae) / |(centurioni) leg(ionis) II Tr&lt;a=O&gt;(ianae) / fort(is) / heredes ,Dis Manibus Tito Flavio Pomponiano centurioni legionis II Traianae fortis centurioni legionis IIII Flaviae centurioni legionis XII fulminatae centurioni legionis XVI Flaviae centurioni legionis XIIII geminae Martiae centurioni legionis II Tr lt a gt ianae fortis heredes,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
437,5994,474439,EDCS-44200207,HD053432,117,150,no,Matijevic 2017,,,T(ito) Fl(avio) T(iti) f(ilio) Pol(lia) castr(ensi?) / Lucilio / vexillario equitum sing(ularium) / Aug(usti) sesquiplicario eiusd(em) numeri / duplicario et summo curat(ori) / equit(um) sing(ularium) Aug(usti) |(centurioni) coh(ortis) VIII vol(untariorum) / honesta missione commodis accept(is) / omnibus ab Imp(eratore) Hadriano Aug(usto) / T(itus) Fl(avius) Eulogus lib(ertus) / et heres vivus fecit ex vo/luntate sua et sibi et libert(is) / libertabusq(ue) suis posterisq(ue) eorum,Tito Flavio Titi filio Pollia castrensi Lucilio vexillario equitum singularium Augusti sesquiplicario eiusdem numeri duplicario et summo curatori equitum singularium Augusti centurioni cohortis VIII voluntariorum honesta missione commodis acceptis omnibus ab Imperatore Hadriano Augusto Titus Flavius Eulogus libertus et heres vivus fecit ex voluntate sua et sibi et libertis libertabus que suis posteris que eorum,epitaph,epitaph,altar,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"Augusti/Augustae, liberti/libertae, milites, tria nomina, viri",43.5384,16.4743,1
